"","batter_id","year","pitches","stuff_rv_70","pitch_rv_150","woba_fg"
"960",669221,2021,1654,0.073,0.305,0.310895166287016
"961",669222,2021,400,0.001,0.331,0.298252008403361
"962",669242,2021,2549,0.244,0.615,0.302587625373134
"963",669256,2021,1988,-0.002,0.464,0.292848199186992
"964",669257,2021,2022,0.03,0.429,0.365145420618557
"965",669288,2021,318,0.216,0.798,0.274329172839506
"966",669289,2021,717,0.021,0.015,0.331564923076923
"967",669294,2021,18,1.272,1.436,0
"968",669373,2021,10,0.816,1.704,0
"969",669374,2021,761,0.132,0.334,0.242154627027027
"970",669394,2021,182,0.172,1.414,0.344323642857143
"971",669432,2021,142,0.372,0.596,0.081192243902439
"972",669456,2021,24,0.385,1,0
"973",669622,2021,8,-0.448,-1.983,0
"974",669674,2021,24,0.396,1.994,0.109881875
"975",669720,2021,1851,0.02,0.406,0.321715569444444
"976",669952,2021,54,0.505,-0.41,0.053209
"977",670032,2021,2076,0.137,0.646,0.326668832103321
"978",670042,2021,256,0.272,0.33,0.23418
"979",670056,2021,8,0.768,-0.932,0
"980",670084,2021,157,0.071,-0.031,0.179816342105263
"981",670097,2021,793,0.176,0.434,0.232488602209945
"982",670280,2021,6,0.827,-0.206,0
"983",670351,2021,708,0.119,0.57,0.297661797752809
"984",670370,2021,405,0.112,0.196,0.3103651
"985",670456,2021,4,0.06,0.244,0
"986",670462,2021,18,0.33,0.593,0.1443864
"987",670541,2021,2347,0.084,0.74,0.373484785223368
"988",670623,2021,376,0.098,0.198,0.277558855421687
"989",670712,2021,599,0.038,0.375,0.268094301470588
"990",670764,2021,662,0.02,-0.028,0.274392480769231
"991",670766,2021,10,1.369,2.872,0
"992",670768,2021,50,0.272,1.098,0.414404636363636
"993",670770,2021,135,0.288,1.054,0.33801175
"994",670912,2021,73,0.21,0.812,0.1664441
"995",670950,2021,6,1.517,5.426,0.691717
"996",670955,2021,21,0.646,-1.65,0.175811
"997",670970,2021,1,-0.031,-2.32,0
"998",671277,2021,830,0.015,0.46,0.293822356557377
"999",672282,2021,8,0.612,4.477,0.691717
"1000",672284,2021,1469,0.086,0.613,0.264683310160428
"1001",672335,2021,8,-0.535,2.949,0
"1002",672386,2021,657,-0.032,0.078,0.306763216049383
"1003",672578,2021,14,0.364,1.378,0
"1004",672640,2021,6,0.17,0.768,0
"1005",672695,2021,128,0.109,0.665,0.330743371428571
"1006",672701,2021,172,-0.019,1.058,0.275552565217391
"1007",672779,2021,168,0.133,0.656,0.234174704545455
"1008",672851,2021,8,0.034,-1.354,0
"1009",673357,2021,932,0.095,0.319,0.389646440140845
"1010",673451,2021,747,0.164,1.202,0.245041536516854
"1011",673490,2021,1131,-0.038,-0.278,0.269955056737589
"1012",675649,2021,45,0.007,-0.208,0.239742272727273
"1013",675656,2021,122,0.002,0.356,0.182269805555556
"1014",675911,2021,4,0.17,-1.457,0
"1015",675921,2021,34,-0.106,-1.185,0.353450833333333
"1016",676050,2021,4,-0.1,0.703,0
"1017",676220,2021,5,-0.105,-4.009,0
"1018",676265,2021,9,1.768,0.371,0.293018333333333
"1019",676391,2021,432,0.092,0.418,0.276993782945736
"1020",676424,2021,3,0.103,-3.605,0
"1021",676477,2021,4,0.409,-2.098,0.4395275
"1022",676480,2021,202,0.254,1.065,0.270907178571429
"1023",676596,2021,4,0.761,0.943,0
"1024",676604,2021,6,-0.551,0.185,0
"1025",676646,2021,45,-0.065,0.572,0
"1026",676694,2021,649,0.026,0.702,0.332544264150943
"1027",676701,2021,177,0.142,0.41,0.242338782608696
"1028",676801,2021,1249,0.02,0.49,0.327049881789137
"1029",676840,2021,49,0.4,-0.285,0.280529133333333
"1030",676879,2021,16,1.461,2.364,0.230572333333333
"1031",676900,2021,23,0.029,0.82,0.0988167142857143
"1032",677551,2021,1038,-0.126,0.419,0.335892229166667
"1033",677651,2021,13,0.694,-1.261,0
"1034",677865,2021,5,-0.079,5.697,0.691717
"1035",677960,2021,88,0.266,-0.737,0.205207769230769
"1036",680686,2021,75,0.155,0.495,0.0713987272727273
"1037",680776,2021,389,0.027,0.2,0.225748961165049
"1038",680777,2021,1146,-0.042,0.466,0.288363601423488
"1039",680911,2021,727,0.108,0.208,0.243398137055838
"1040",680963,2021,6,0.252,1.168,0
"1041",681911,2021,19,0.547,0.918,0.17292925
"1042",683734,2021,1754,0.051,0.509,0.312977776548673
"1043",685503,2021,12,1.285,0.261,0
"1044",405395,2022,1378,-0.036,0.11,0.37374461849711
"1045",408234,2022,1627,0.035,0.314,0.27785264084507
"1046",425877,2022,982,0.028,-0.331,0.234598440740741
"1047",429664,2022,381,0.107,0.138,0.170665233009709
"1048",435559,2022,587,-0.039,-0.315,0.257249826923077
"1049",443558,2022,1987,-0.054,-0.274,0.29403539229249
"1050",444482,2022,1824,-0.024,-0.019,0.315368535123967
"1051",444489,2022,65,-0.022,-0.191,0.186862294117647
"1052",444876,2022,501,0.14,-0.132,0.241936007633588
"1053",446334,2022,1181,0.086,-0.091,0.325104095238095
"1054",453568,2022,2077,0.062,0.189,0.314527040564374
"1055",455117,2022,1481,0.102,-0.025,0.265297471698113
"1056",455139,2022,847,0.109,0.614,0.252536834862385
"1057",456715,2022,622,0.063,-0.119,0.211582038461538
"1058",456781,2022,1131,-0.024,-0.145,0.311874944636678
"1059",457705,2022,2353,-0.088,-0.261,0.306769200348432
"1060",457708,2022,228,-0.024,-0.134,0.230912052631579
"1061",457759,2022,2115,-0.022,-0.162,0.341277487571702
"1062",458015,2022,1410,0.067,0.199,0.318316630252101
"1063",462101,2022,2246,0.005,-0.117,0.307986932055749
"1064",467793,2022,2036,0.087,0.238,0.305395299798793
"1065",474832,2022,1179,0.171,0.54,0.307454157534247
"1066",476704,2022,727,0.14,0.505,0.229887402173913
"1067",488726,2022,1001,-0.108,0.264,0.347457349264706
"1068",488771,2022,365,0.269,0.279,0.163444546511628
"1069",493329,2022,2097,-0.074,-0.138,0.283785937823834
"1070",500743,2022,1791,-0.151,-0.286,0.26831016064257
"1071",500871,2022,2083,0.164,0.544,0.308907031657356
"1072",501303,2022,420,0.083,0.008,0.224355513761468
"1073",501571,2022,237,-0.046,-0.221,0.202783806451613
"1074",501659,2022,152,-0.004,0.201,0.305595216216216
"1075",502054,2022,2461,-0.013,-0.301,0.305632191176471
"1076",502110,2022,2364,0.024,0.147,0.34260978109029
"1077",502671,2022,2696,-0.074,-0.139,0.419478713405239
"1078",503556,2022,797,0.138,-0.036,0.259050530612245
"1079",506702,2022,371,0.383,0.266,0.255466308641975
"1080",514888,2022,2274,-0.108,0.695,0.398730412060302
"1081",514917,2022,2345,0.163,0.015,0.283070109298532
"1082",516416,2022,1402,-0.181,0.182,0.320698431168831
"1083",516782,2022,1907,-0.085,-0.27,0.353624838966203
"1084",518586,2022,436,0.18,0.336,0.280978925
"1085",518595,2022,1627,-0.046,-0.193,0.343210773584906
"1086",518626,2022,2147,-0.096,-0.186,0.300773024208566
"1087",518692,2022,2722,0.058,0.31,0.393562703056769
"1088",518735,2022,1570,0.105,0.314,0.263806085561497
"1089",518792,2022,543,0.046,0.448,0.253771763513513
"1090",518934,2022,2108,-0.054,-0.127,0.332058395038168
"1091",519058,2022,1130,0.052,-0.106,0.286632839857651
"1092",519203,2022,2063,-0.054,0.163,0.354891666666667
"1093",519222,2022,490,0.056,0.169,0.18518915625
"1094",519306,2022,73,-0.111,0.077,0.139555421052632
"1095",519317,2022,1811,-0.165,-0.114,0.320918566059226
"1096",519390,2022,705,-0.039,0.592,0.246680815789474
"1097",521692,2022,1673,-0.052,0.319,0.320794596566524
"1098",527038,2022,2397,0.029,0.115,0.303774146464646
"1099",541645,2022,1361,-0.194,-0.201,0.258424823684211
"1100",542194,2022,1102,-0.058,0.008,0.301821045317221
"1101",542255,2022,31,0.084,-0.277,0.110481375
"1102",542303,2022,2018,-0.024,0.019,0.297224203960396
"1103",542340,2022,858,0.144,0.378,0.248084101382488
"1104",542364,2022,1473,0.185,0.531,0.307461416897507
"1105",542583,2022,2065,-0.07,-0.221,0.294104970238095
"1106",542921,2022,91,-0.278,-0.691,0.07070808
"1107",542932,2022,1559,-0.095,-0.21,0.3010595725
"1108",542963,2022,9,-0.398,-0.808,0.420493333333333
"1109",543063,2022,1709,0.043,0.326,0.288184072847682
"1110",543068,2022,2497,0.011,-0.069,0.335370700479233
"1111",543105,2022,151,0.132,0.597,0.188605138888889
"1112",543228,2022,990,-0.068,-0.027,0.267122034965035
"1113",543257,2022,1916,0.287,0.454,0.275799963829787
"1114",543281,2022,1515,-0.049,-0.186,0.301305370813397
"1115",543305,2022,1976,0.046,0.123,0.290620968325792
"1116",543309,2022,887,-0.065,-0.06,0.2718873125
"1117",543333,2022,1607,0.054,0.351,0.316080404878049
"1118",543510,2022,712,-0.049,0.099,0.243885215789474
"1119",543543,2022,888,-0.009,0.074,0.269737527659574
"1120",543592,2022,1515,-0.031,-0.637,0.290997195928753
"1121",543685,2022,747,-0.08,0.059,0.311238888297872
"1122",543760,2022,2752,-0.079,-0.165,0.3173678454039
"1123",543768,2022,81,0.506,-0.329,0
"1124",543807,2022,2164,-0.295,-0.323,0.355132432013769
"1125",543829,2022,193,0.132,-0.472,0.288210779661017
"1126",543877,2022,1616,-0.04,-0.157,0.311669158018868
"1127",543939,2022,2026,0.165,0.38,0.33726866191446
"1128",544369,2022,824,-0.041,0.332,0.252573038961039
"1129",544725,2022,1146,0.126,0.221,0.22266861414791
"1130",545121,2022,765,0,-0.045,0.304391132420091
"1131",545341,2022,1970,-0.069,0.364,0.313611305400372
"1132",545350,2022,282,0.182,0.13,0.282720275
"1133",545358,2022,1427,-0.04,-0.295,0.257957641509434
"1134",545361,2022,2096,0.05,-0.126,0.416113885245902
"1135",546318,2022,729,0.005,0.373,0.286327071794872
"1136",546990,2022,15,0.333,1.427,0.22096275
"1137",546991,2022,807,-0.164,-0.263,0.2782953125
"1138",547172,2022,15,0.506,-0.214,0
"1139",547173,2022,47,0.434,0.305,0.0688744
"1140",547180,2022,1576,-0.062,0.367,0.369449185542169
"1141",547379,2022,307,0.065,-0.202,0.319178911764706
"1142",547989,2022,2713,0.028,-0.022,0.358949156482861
"1143",553869,2022,1433,-0.048,0.184,0.287248665782493
"1144",553882,2022,1178,0.19,0.134,0.268120571917808
"1145",553902,2022,149,-0.525,0.027,0.243035563636364
"1146",553988,2022,61,0.019,-0.315,0.238853529411765
"1147",553993,2022,2549,0.021,-0.008,0.343320972176759
"1148",570481,2022,169,-0.06,-0.074,0.216300282051282
"1149",570482,2022,1987,-0.082,-0.051,0.326521831168831
"1150",570560,2022,182,0.238,0.725,0.166169619047619
"1151",570731,2022,1770,0.01,0.037,0.243354717131474
"1152",571448,2022,2319,-0.149,0.147,0.379491916938111
"1153",571466,2022,1170,0.318,0.261,0.251039748366013
"1154",571602,2022,139,0.184,-0.574,0.239507702702703
"1155",571657,2022,2064,0.005,-0.019,0.305969844642857
"1156",571740,2022,86,0.207,-0.028,0.102788136363636
"1157",571745,2022,985,-0.057,-0.179,0.318486770833333
"1158",571771,2022,1472,-0.165,-0.094,0.278867261964736
"1159",571875,2022,437,0.313,0.288,0.319221121495327
"1160",571912,2022,803,-0.025,-0.085,0.271317119402985
"1161",571918,2022,24,-0.27,-0.073,0
"1162",571970,2022,2388,0.102,0.373,0.320818741877256
"1163",571976,2022,1140,0.046,-0.045,0.309629338078292
"1164",571980,2022,1238,0.243,0.237,0.303327828220859
"1165",572008,2022,251,0.06,0.412,0.196625348484849
"1166",572039,2022,552,0.128,0.322,0.259956664233577
"1167",572041,2022,1817,-0.137,-0.197,0.29720246743295
"1168",572191,2022,1692,0.019,0.197,0.299274764966741
"1169",572204,2022,1122,0.179,0.09,0.374949512
"1170",572228,2022,2223,-0.104,0.051,0.305751588967972
"1171",572233,2022,2535,-0.209,-0.354,0.345845790346908
"1172",572287,2022,481,0.074,0.105,0.219120130081301
"1173",572761,2022,715,0.219,0.391,0.461299939597315
"1174",572816,2022,1059,0.058,0.065,0.293565329896907
"1175",572863,2022,52,1.059,-0.726,0.337993272727273
"1176",573131,2022,1593,0.11,-0.142,0.290699406824147
"1177",573262,2022,2307,0.17,-0.065,0.309372272727273
"1178",575929,2022,1771,-0.085,0.194,0.355676651804671
"1179",578428,2022,1737,-0.005,0.126,0.311555882226981
"1180",592144,2022,167,0.166,-0.543,0.261520023809524
"1181",592178,2022,696,0.006,0.297,0.369779370165746
"1182",592192,2022,2210,-0.041,-0.133,0.342997749536178
"1183",592200,2022,777,0.228,-0.002,0.296783274285714
"1184",592206,2022,2064,-0.096,-0.124,0.304207120071685
"1185",592273,2022,2222,-0.038,-0.116,0.350092745098039
"1186",592325,2022,1705,0.168,0.333,0.307683961995249
"1187",592348,2022,200,0.256,-0.083,0.145600022222222
"1188",592450,2022,2874,-0.162,-0.288,0.458834034379671
"1189",592518,2022,2362,-0.186,-0.281,0.382237830963665
"1190",592567,2022,521,0.302,0.506,0.297922682539683
"1191",592622,2022,126,0.451,0.885,0.196574375
"1192",592626,2022,1656,0.023,0.274,0.367844367058824
"1193",592663,2022,2186,-0.145,-0.272,0.353399889285714
"1194",592669,2022,2019,-0.15,0.076,0.340531728682171
"1195",592696,2022,1003,0.092,0.472,0.258305677777778
"1196",592743,2022,288,-0.176,-0.059,0.191345632911392
"1197",592885,2022,2734,0.116,0.319,0.328020794561934
"1198",593160,2022,1987,-0.04,-0.153,0.295288158088235
"1199",593428,2022,2465,-0.088,-0.173,0.360992555555556
"1200",593643,2022,506,0.073,-0.128,0.270830038709677
"1201",593871,2022,1885,-0.009,0.113,0.334792460136674
"1202",593934,2022,304,-0.07,0.487,0.176680134328358
"1203",594694,2022,25,0.079,1.715,0
"1204",594777,2022,1676,0.012,0.562,0.260638747619048
"1205",594807,2022,1211,-0.173,0.001,0.294914367412141
"1206",594838,2022,309,0.146,0.141,0.162825337662338
"1207",595281,2022,825,-0.022,-0.027,0.287462277272727
"1208",595284,2022,172,0.547,0.778,0.199129266666667
"1209",595375,2022,15,0.33,-0.978,0.22096275
"1210",595453,2022,167,0.24,0.337,0.230000236842105
"1211",595751,2022,1003,0.048,-0.185,0.286675720588235
"1212",595777,2022,2767,0.182,0.155,0.320839185867896
"1213",595879,2022,2090,-0.111,0.256,0.291620207482993
"1214",595909,2022,704,0.139,0.458,0.279815818181818
"1215",595956,2022,171,0.038,0.633,0.270659909090909
"1216",595978,2022,1260,0.031,0.188,0.220000874233129
"1217",596019,2022,2825,0.084,0.4,0.342297655761024
"1218",596059,2022,1725,0.041,0.452,0.27553523655914
"1219",596103,2022,1304,0.209,0.307,0.345560018691589
"1220",596115,2022,1563,0.063,-0.083,0.316715383033419
"1221",596117,2022,493,0.206,0.744,0.356013051724138
"1222",596129,2022,2099,0.119,0.406,0.347883406113537
"1223",596142,2022,1865,-0.128,0.026,0.292667916488223
"1224",596146,2022,1625,-0.049,0.017,0.300317757437071
"1225",596451,2022,340,0.053,0.221,0.269008755813954
"1226",596748,2022,1412,-0.121,-0.35,0.26215146373057
"1227",596847,2022,1833,-0.066,0.146,0.322255903846154
"1228",598265,2022,1377,-0.052,-0.014,0.252193400544959
"1229",600301,2022,25,0.076,-0.999,0.1473085
"1230",600303,2022,793,0.088,0.092,0.276744071794872
"1231",600474,2022,92,0.055,-0.922,0.302709238095238
"1232",600869,2022,1714,0.165,0.572,0.278280963123644
"1233",602074,2022,1531,0.013,0.19,0.323147402948403
"1234",602104,2022,1613,-0.035,-0.239,0.315322660508083
"1235",605113,2022,207,-0.047,-0.643,0.30761141509434
"1236",605119,2022,1503,-0.111,-0.214,0.29209800802139
"1237",605131,2022,846,0.131,-0.024,0.316335076555024
"1238",605137,2022,2494,-0.07,0.135,0.346296609204368
"1239",605141,2022,2398,-0.077,-0.133,0.37443906984127
"1240",605170,2022,1242,0.055,-0.074,0.28303884244373
"1241",605204,2022,1480,0.169,-0.135,0.332738312154696
"1242",605244,2022,429,0.167,0.234,0.217752768518519
"1243",605253,2022,29,0.054,-0.726,0.126264428571429
"1244",605353,2022,999,0.003,0.367,0.267539217391304
"1245",605421,2022,487,-0.025,0.006,0.230197323076923
"1246",605504,2022,47,-0.017,0.343,0.212968
"1247",605548,2022,421,0.162,0.128,0.206311438596491
"1248",605612,2022,1647,0.167,0.492,0.295203813793103
"1249",606019,2022,182,-0.135,0.392,0.302560065217391
"1250",606115,2022,917,-0.106,0.052,0.322199369098712
"1251",606132,2022,1567,-0.091,0.043,0.2969337470726
"1252",606157,2022,1021,-0.014,-0.181,0.266316834615385
"1253",606192,2022,2079,-0.254,-0.372,0.347766210131332
"1254",606213,2022,345,0.106,0.381,0.30513012195122
"1255",606466,2022,2144,-0.021,-0.006,0.319389415607986
"1256",606988,2022,34,0.066,0.694,0.282667375
"1257",606992,2022,1348,0.095,0.206,0.323359825581395
"1258",606993,2022,254,-0.001,-0.264,0.301275392857143
"1259",607043,2022,2772,0.127,-0.096,0.35376978742515
"1260",607054,2022,1410,0.186,0.195,0.305926956790123
"1261",607208,2022,2675,-0.032,0.149,0.347304692969871
"1262",607249,2022,41,0.246,-0.3,0.2261339
"1263",607461,2022,175,-0.077,-0.259,0.158477361702128
"1264",607680,2022,45,-0.106,0.789,0.150017230769231
"1265",607732,2022,1465,-0.132,-0.343,0.266759908136483
"1266",608070,2022,2728,0.09,0.236,0.360589461538462
"1267",608324,2022,2503,-0.174,-0.017,0.356639289230769
"1268",608336,2022,1680,0.089,0.04,0.28101633919598
"1269",608348,2022,1414,-0.039,-0.316,0.273587951704545
"1270",608360,2022,47,0.281,0.564,0.191378076923077
"1271",608369,2022,2248,-0.148,-0.184,0.330760830508475
"1272",608385,2022,2165,0.047,0.125,0.309682255639098
"1273",608422,2022,85,0.681,0.737,0.102788136363636
"1274",608577,2022,707,0.28,0.191,0.296794047337278
"1275",608596,2022,160,-0.092,-0.399,0.382764121621622
"1276",608597,2022,29,0.082,0.86,0
"1277",608671,2022,249,0.095,0.537,0.221637875
"1278",608686,2022,252,-0.202,0.206,0.223780743243243
"1279",608700,2022,680,-0.08,-0.502,0.248832370165746
"1280",608701,2022,715,-0.177,-0.705,0.383836229885058
"1281",608703,2022,1038,-0.105,0.034,0.288630870229008
"1282",608841,2022,928,0.042,-0.174,0.398491101694915
"1283",609274,2022,137,0.145,-0.425,0.192774514285714
"1284",609275,2022,194,0.151,0.595,0.17883866
"1285",609280,2022,509,-0.075,-0.12,0.249186215827338
"1286",613564,2022,412,0.104,0.597,0.35188171559633
"1287",614173,2022,1070,0.157,0.147,0.294993643122677
"1288",614177,2022,1815,-0.003,-0.371,0.27597368329718
"1289",620443,2022,677,0.047,-0.419,0.261179397590361
"1290",621006,2022,130,0.044,0.154,0.240014090909091
"1291",621011,2022,85,-0.037,-0.094,0.128472961538462
"1292",621020,2022,2726,-0.035,-0.227,0.338091984057971
"1293",621028,2022,1077,-0.11,-0.476,0.302583573289902
"1294",621035,2022,1943,0.094,-0.171,0.297557791855204
"1295",621043,2022,2381,-0.053,0.115,0.363739730569948
"1296",621237,2022,5,-0.555,-3.185,0
"1297",621433,2022,969,0.133,0.065,0.21372155
"1298",621438,2022,1513,0.038,-0.087,0.314642422885572
"1299",621439,2022,1495,-0.05,-0.117,0.358883959677419
"1300",621446,2022,167,0.228,0.356,0.289481552631579
"1301",621450,2022,480,0.213,0.468,0.261468612068966
"1302",621453,2022,323,0.213,0.039,0.201348730769231
"1303",621458,2022,345,0.258,-0.126,0.331632011111111
"1304",621466,2022,15,0.449,0.587,0
"1305",621493,2022,2276,-0.008,-0.207,0.362358549194991
"1306",621512,2022,1054,-0.094,0.192,0.265644596666667
"1307",621532,2022,244,0.082,0.345,0.19618925862069
"1308",621550,2022,2150,0.075,-0.126,0.307999147058824
"1309",621563,2022,1255,0.07,0.145,0.287825054794521
"1310",621566,2022,2873,0.101,0.406,0.345261501457726
"1311",621573,2022,38,-0.031,0.185,0.371144111111111
"1312",622100,2022,8,-0.85,-0.544,0
"1313",622110,2022,932,-0.008,-0.372,0.279052271255061
"1314",622168,2022,204,-0.108,-0.102,0.288002525423729
"1315",622268,2022,292,-0.031,0.033,0.210705844155844
"1316",622534,2022,1375,-0.113,-0.34,0.311678005586592
"1317",622569,2022,59,0.299,-0.548,0.26400925
"1318",622666,2022,718,0.215,0.494,0.275573587878788
"1319",622682,2022,1257,0.212,0.431,0.283653581325301
"1320",622761,2022,1941,0.05,0.105,0.28188859351145
"1321",623168,2022,594,0.157,0.21,0.249603449704142
"1322",623205,2022,1285,0.144,0.132,0.235825095238095
"1323",623465,2022,5,-1.242,0.801,0.688744
"1324",623507,2022,21,0.693,-0.322,0
"1325",623515,2022,9,0.381,0.946,0
"1326",623520,2022,492,0.015,-0.35,0.327797412698413
"1327",623912,2022,1556,-0.12,0.039,0.330272720930233
"1328",623993,2022,2590,0.143,0.424,0.335061463949843
"1329",624413,2022,2504,-0.228,-0.048,0.366278899700599
"1330",624414,2022,1028,0.027,-0.11,0.321132298969072
"1331",624415,2022,1275,0.055,-0.183,0.29524849
"1332",624428,2022,2109,-0.046,0.109,0.276010415944541
"1333",624431,2022,1245,-0.124,-0.228,0.293885512893983
"1334",624503,2022,1521,0.106,0.122,0.324880374418605
"1335",624512,2022,957,0.096,0.27,0.299313874531835
"1336",624513,2022,177,0.261,0.177,0.196231634146341
"1337",624585,2022,1268,-0.195,-0.355,0.309199362582781
"1338",624641,2022,638,-0.177,-0.059,0.286096027322404
"1339",628338,2022,342,0.195,-0.003,0.24880862962963
"1340",628450,2022,1292,0.129,0.291,0.310601649230769
"1341",628451,2022,465,-0.058,-0.142,0.2490428671875
"1342",630105,2022,2636,0.097,-0.09,0.321450609050445
"1343",640449,2022,166,0.286,0.136,0.319653860465116
"1344",640457,2022,574,0.131,-0.007,0.302952084507042
"1345",640458,2022,467,0.05,0.049,0.267685566929134
"1346",640461,2022,1436,0.035,-0.353,0.279225091511936
"1347",640492,2022,753,0.005,0.228,0.277794608490566
"1348",641313,2022,1130,-0.11,-0.096,0.324910310144928
"1349",641355,2022,2252,0.148,-0.018,0.283830248148148
"1350",641432,2022,227,-0.212,-0.01,0.261472915254237
"1351",641470,2022,474,0.028,-0.329,0.247100803738318
"1352",641487,2022,2413,-0.035,-0.004,0.304470735945486
"1353",641505,2022,374,0.186,-0.615,0.281410247191011
"1354",641511,2022,651,0.108,-0.225,0.242530891566265
"1355",641512,2022,89,-0.314,0.024,0.252853347826087
"1356",641513,2022,377,-0.279,-0.431,0.262972270833333
"1357",641525,2022,61,-0.395,0.441,0.216370142857143
"1358",641531,2022,1920,-0.021,0.154,0.293251784989858
"1359",641553,2022,977,0.08,0.024,0.256859647058824
"1360",641584,2022,910,0.106,0.313,0.344741734782609
"1361",641598,2022,920,0.113,-0.286,0.314107203791469
"1362",641645,2022,1369,0.141,0.019,0.31140434939759
"1363",641658,2022,874,0.057,0.218,0.26671635426009
"1364",641680,2022,1727,0.111,0.179,0.306263213963964
"1365",641684,2022,293,-0.016,0.141,0.193808788732394
"1366",641741,2022,38,-0.313,0.594,0.3327712
"1367",641779,2022,693,0.105,-0.171,0.318058686390533
"1368",641786,2022,258,-0.209,0.272,0.246653133333333
"1369",641796,2022,163,0.304,-0.038,0.264943022222222
"1370",641820,2022,2348,0.025,-0.066,0.31090641580756
"1371",641856,2022,249,0.289,0.345,0.133864018181818
"1372",641857,2022,2555,0.253,0.274,0.326220216442953
"1373",641914,2022,1157,0.117,-0.031,0.246934089041096
"1374",641933,2022,1591,0.002,-0.067,0.308197104712042
"1375",641943,2022,205,0.313,-0.133,0.224545408163265
"1376",642020,2022,205,0.237,-0.382,0.172921423728814
"1377",642086,2022,575,-0.021,0.267,0.254076875
"1378",642133,2022,2369,0.042,0.111,0.323424094178082
"1379",642136,2022,316,0.027,0.12,0.270915769230769
"1380",642137,2022,125,0.043,-0.212,0.26400925
"1381",642165,2022,800,0.205,0.016,0.25133821875
"1382",642180,2022,608,0.113,0.293,0.249789608974359
"1383",642201,2022,440,0.11,-0.324,0.262558275862069
"1384",642336,2022,1088,0.05,0.589,0.277126114478114
"1385",642350,2022,1248,-0.044,-0.006,0.268782959501558
"1386",642423,2022,336,0.081,0.37,0.197264223404255
"1387",642451,2022,13,-0.012,-1.025,0
"1388",642456,2022,314,0.093,0.072,0.280450458823529
"1389",642708,2022,2383,-0.014,0.074,0.313120159159159
"1390",642715,2022,2446,-0.033,-0.071,0.322002849180328
"1391",642721,2022,125,0.071,-0.257,0.230390234375
"1392",642727,2022,928,0.224,0.243,0.259617747706422
"1393",642731,2022,1916,-0.034,-0.022,0.32044394953271
"1394",642851,2022,695,0.148,-0.144,0.297062798850575
"1395",643217,2022,1890,-0.02,0.264,0.341747538011696
"1396",643265,2022,1853,-0.083,-0.162,0.328876117521368
"1397",643271,2022,27,0.183,-0.248,0.157685
"1398",643289,2022,918,0.055,-0.029,0.252815342412451
"1399",643348,2022,109,0.309,-0.093,0.219408
"1400",643376,2022,957,-0.215,-0.609,0.366468065306122
"1401",643393,2022,2033,0.115,0.261,0.286927435571688
"1402",643396,2022,1902,-0.097,-0.388,0.283674510638298
"1403",643446,2022,2039,-0.046,0.041,0.365590392795883
"1404",643524,2022,1124,-0.141,-0.104,0.282710716783217
"1405",644374,2022,762,-0.019,-0.22,0.272915321052632
"1406",644433,2022,14,0.14,1.363,0.85170275
"1407",645277,2022,1023,0.129,0.792,0.297949615671642
"1408",645302,2022,1374,-0.044,-0.142,0.261183268542199
"1409",645444,2022,472,0,-0.067,0.214410294117647
"1410",645801,2022,619,0.132,0.443,0.283982517006803
"1411",646240,2022,2192,-0.015,0.33,0.374630385521886
"1412",647304,2022,1760,-0.107,0.673,0.33163784114053
"1413",647351,2022,1284,0.073,0.034,0.23744933431085
"1414",649557,2022,1157,-0.084,-0.089,0.289504504672897
"1415",649966,2022,1965,-0.019,-0.197,0.326986791044776
"1416",650331,2022,718,0.092,-0.083,0.219530029239766
"1417",650333,2022,2385,-0.026,0.327,0.346458354621849
"1418",650339,2022,299,0.023,0.025,0.174479106666667
"1419",650391,2022,1175,-0.046,0.169,0.369583809230769
"1420",650402,2022,2198,-0.116,-0.222,0.329186880782918
"1421",650489,2022,1420,0.285,0.196,0.287598423376623
"1422",650490,2022,2138,-0.331,-0.315,0.365288194545455
"1423",650559,2022,1363,-0.136,-0.029,0.31776632234957
"1424",650619,2022,342,0.181,0.229,0.259035418918919
"1425",650859,2022,1802,0.108,0.371,0.313804250493097
"1426",650907,2022,325,-0.142,-0.38,0.24858256626506
"1427",656024,2022,76,0.167,-0.095,0.238370111111111
"1428",656180,2022,594,0.051,-0.351,0.250622072847682
"1429",656185,2022,524,0.164,0.113,0.241674824427481
"1430",656248,2022,417,-0.03,0.007,0.421445625
"1431",656252,2022,64,0.351,0.891,0.103982470588235
"1432",656305,2022,2634,-0.115,-0.39,0.329840541195477
"1433",656308,2022,1514,0.071,-0.305,0.283642380614657
"1434",656388,2022,47,0.583,0.404,0.448867636363636
"1435",656403,2022,80,-0.011,-0.196,0.218701529411765
"1436",656413,2022,420,0.024,-0.022,0.349929009090909
"1437",656448,2022,312,-0.083,-0.533,0.371837851190476
"1438",656495,2022,117,-0.204,0.565,0.452880851851852
"1439",656509,2022,61,0.123,0.874,0.360968
"1440",656514,2022,83,0.131,0.567,0.263488318181818
"1441",656537,2022,323,0.186,-0.159,0.254945931034483
"1442",656541,2022,865,0.14,0.061,0.252282
"1443",656555,2022,2877,-0.062,-0.28,0.345935834828102
"1444",656577,2022,40,0.359,0.406,0.22096275
"1445",656582,2022,1895,0.061,0.068,0.314402759656652
"1446",656627,2022,77,0.321,-0.58,0.293693095238095
"1447",656669,2022,1001,0.035,-0.065,0.280973884120172
"1448",656695,2022,260,-0.034,0.185,0.256463720588235
