"MLBAMID","Name"
543725,"B.J. Rosenberg"
683357,"Owen Caissie"
571812,"Kyle Jensen"
430831,"Jeff Bennett"
425850,"John Rheinecker"
425662,"Matt Roney"
518170,"Jordany Valdespin"
237796,"Jeff Williams"
446474,"Edwin Maysonet"
621141,"Walker Lockett"
408061,"Francisco Rodríguez"
112846,"Tripp Cromer III"
136582,"Héctor Ortiz"
621008,"Alex De Goti"
457422,"Tim Dillard"
119718,"Robb Nen"
407860,"Gustavo Chacin"
445971,"Tim Wood"
461766,"Jose Arredondo"
407894,"Satoru Komiyama"
457922,"Eric Hurley"
433677,"Juan Padilla"
641394,"Jake Brentz"
131700,"Cliff Politte"
519168,"Anthony Ranaudo"
518533,"Robert Carson"
606930,"Jacob Barnes"
592329,"Jason García"
113026,"Jeff D'Amico"
543331,"J.J. Hoover"
600526,"José Torres"
430566,"Chad Bentz"
542992,"Andy Burns"
407873,"Steve Colyer"
120051,"Jesse Orosco"
430941,"George Sherrill"
123010,"Mac Suzuki"
643290,"Justin Dunn"
457744,"Aaron Thompson"
407842,"Jose Veras"
519128,"Bryan Petersen"
622668,"Ivan Castillo"
342992,"Greg LaRocca"
656257,"Jeff Brigham"
676628,"Mark Contreras"
276914,"Cedrick Bowers"
570639,"Yefri Pérez"
683748,"Victor Mesa Jr."
447849,"Brian Horwitz"
425860,"Bryan Bullington"
425528,"Seth McClung"
400148,"Donaldo Mendez"
458155,"Joe Martinez"
676606,"Nick Margevicius"
425851,"Jeremy Brown"
622569,"Pablo Reyes"
493157,"Koji Uehara"
641360,"Phil Bickford"
676265,"Cory Abbott"
640464,"Kohl Stewart"
408235,"Matt Erickson"
150278,"Kelly Dransfeldt"
592398,"Taylor Hill"
150174,"Rob Bell"
518715,"Cory Gearrin"
622446,"Jefry Rodriguez"
455113,"Donny Lucy"
277184,"Matt Wise"
664854,"Ryan Helsley"
429714,"Denny Bautista"
123387,"Brett Tomko"
457493,"Shawn Riggans"
444468,"Héctor Rondón"
657376,"Clarke Schmidt"
517448,"Wilfredo Boscan"
672282,"Reid Detmers"
592464,"Mike Kickham"
641684,"Michael Hermosillo"
460156,"Brandon Gomes"
448590,"Kevin Melillo"
435620,"Jack Taschner"
150011,"Scott Schoeneweis"
453268,"Daniel Bard"
519322,"Drew Storen"
502023,"Travis Tartamella"
430954,"Kazuhito Tadano"
111492,"Doug Brocail"
453343,"Mark Melancon"
518418,"Phillippe Aumont"
543482,"Drew Maggi"
650668,"Humberto Mejía"
408221,"Jason Young"
467683,"Osiris Matos"
591693,"Edubray Ramos"
434669,"Luis Mendoza"
124328,"Mike Williams"
463017,"Shairon Martis"
123707,"Dave Veres"
453362,"Chris Valaika"
683734,"Andrew Vaughn"
502130,"Dan Runzler"
119023,"Dan Miceli"
121095,"Carlos Reyes"
543809,"Zeke Spruill"
676879,"Aaron Ashby"
122904,"Everett Stull"
424585,"Shane Nance"
502139,"Josh Stinson"
115803,"Felix Heredia"
591994,"Willy García"
656876,"Drew Rasmussen"
642571,"Merandy Gonzalez"
623167,"Chris Flexen"
455009,"Jonathan Broxton"
122975,"Scott Sullivan"
429440,"Edgar Gonzalez"
501993,"Cole Kimball"
608723,"Austin Voth"
444836,"Aaron Laffey"
656954,"Justus Sheffield"
518468,"Michael Blazek"
430950,"Brian Gordon"
430956,"Michael Aubrey"
457456,"Jo-Jo Reyes"
608337,"Lucas Giolito"
543193,"Drew Gagnon"
521655,"Wilmer Font"
663845,"Alfonso Rivas III"
641793,"Zack Littell"
400093,"Duaner Sanchez"
592468,"Nick Kingham"
656686,"Corbin Martin"
628336,"José Miguel Fernández"
407870,"Josh Pearce"
430951,"Nick Gorneault"
460283,"Jerry Blevins"
455986,"Mark Saccomanno"
686797,"Brooks Lee"
407376,"Dewon Brazelton"
675649,"Brian Miller"
111369,"Darren Bragg"
543921,"Joe Wieland"
573186,"Marcus Stroman"
407790,"Steve Smyth"
663554,"Casey Mize"
677865,"Justin Bruihl"
455092,"Scott Elbert"
119775,"Chris Nichting"
518603,"Justin De Fratus"
665795,"Edward Cabrera"
434583,"J.J. Furmaniak"
451628,"Alfredo Figaro"
502009,"Mat Latos"
571553,"Darrell Ceciliani"
571656,"Buck Farmer"
594577,"Mike Mayers"
594992,"Kevin Shackelford"
657566,"Montana DuRapau"
594742,"Alec Asher"
592779,"Brock Stewart"
407887,"Tony Alvarez"
434591,"Randy Messenger"
501920,"Brian Dinkelman"
621097,"Jacob Waguespack"
465679,"Samuel Deduno"
434181,"Brandon League"
434180,"Kameron Loe"
605254,"Daniel Gossett"
622554,"Seranthony Domínguez"
406773,"Joe Kennedy"
453954,"Kevin Hart"
571787,"David Holmberg"
663574,"Tony Santillan"
685744,"Kenedy Corona"
488819,"Blake Davis"
455605,"J.D. Martin"
119234,"Izzy Molina"
521230,"Liam Hendriks"
666129,"Braxton Garrett"
663584,"Hayden Senger"
465629,"Edward Mujica"
150196,"Masao Kida"
120451,"Roberto Petagine"
279827,"Humberto Quintero"
501873,"Mike McClendon"
430604,"Roberto Novoa"
407859,"Scott Cassidy"
430670,"Bob Keppel"
112552,"David Cone"
622097,"Jake Thompson"
461865,"Andrew Romine"
407899,"Luis Ugueto"
451257,"Kason Gabbard"
461856,"Troy Patton"
460677,"Cory Wade"
400071,"Jason Hart"
446372,"Corey Kluber"
605222,"Jake Esch"
670955,"Edwin Uceta"
607074,"Carlos Rodón"
425562,"Vinnie Chulk"
329092,"Randy Choate"
407779,"Francis Beltran"
425820,"Joe Horgan"
656977,"Chad Sobotka"
435158,"Keiichi Yabu"
602080,"Erick Castillo"
150054,"Scott Randall"
668721,"Payton Henry"
572788,"Tyler Cravy"
121696,"Jose Santiago"
656713,"Brendan McKay"
547007,"Rob Whalen"
458000,"Terry Evans"
407795,"John Ennis"
595032,"Chase Whitley"
430617,"Scott Dohmann"
448269,"Brad Bergesen"
623465,"Evan Phillips"
592865,"Taylor Williams"
642094,"Tyler Smith"
621209,"Jon Moscot"
543532,"Tim Melville"
503444,"Joel De La Cruz"
664208,"Phil Maton"
694374,"Tim Tawa"
656756,"Jordan Montgomery"
547942,"Kwang Hyun Kim"
113554,"Darren Dreifort"
488787,"Casey Coleman"
407853,"Erik Bedard"
279566,"Nathan Haynes"
691720,"Kyle Karros"
445120,"Mike Thompson"
681911,"Alex Vesia"
605483,"Blake Snell"
664869,"P.J. Conlon"
666200,"Jesús Luzardo"
650644,"Aaron Civale"
136500,"Wes Helms"
435279,"Adam Greenberg"
622088,"Tejay Antone"
450852,"Cristhian Martinez"
571676,"Seth Frankoff"
434881,"Marcos Carvajal"
408038,"JD Closser"
542233,"Audry Pérez"
663776,"Patrick Sandoval"
543079,"Jermaine Curtis"
656883,"Jakson Reetz"
408230,"Pedro Feliciano"
444436,"Ryan Webb"
110262,"Shane Andrews"
592741,"Chasen Shreve"
340392,"Timo Perez"
571948,"Hoby Milner"
605177,"Andrew Chafin"
621962,"Ian Thomas"
132260,"Sidney Ponson"
456696,"David Hernandez"
519301,"Sammy Solís"
502609,"Daniel Herrera"
150153,"Nelson Figueroa"
445197,"Mike Dunn"
518863,"Taylor Jordan"
605507,"Zach Thompson"
624522,"Keegan Thompson"
435042,"Brian Anderson"
666560,"ByungHo Park"
430837,"Lenny DiNardo"
543726,"Robbie Ross Jr."
502748,"Brad Peacock"
122201,"Paul Shuey"
429715,"Travis Blackley"
110503,"James Baldwin"
460602,"Dirk Hayhurst"
113961,"Scott Eyre"
424465,"Runelvys Hernandez"
434672,"Chris Smith"
429842,"Ryan Wagner"
488768,"Andrew Cashner"
429981,"Roy Corcoran"
119211,"Dave Mlicki"
605154,"John Brebbia"
641149,"Wes Parsons"
679563,"José Rodríguez"
429260,"David Matranga"
407825,"Matt Guerrier"
150001,"Brian Cooper"
121250,"Mariano Rivera"
519141,"Drew Pomeranz"
150107,"Jose Flores"
516811,"Eury Pérez"
471863,"Luke Hughes"
592144,"Wynton Bernard"
592547,"Deck McGuire"
501835,"Kevin Russo"
136580,"Kirk Bullinger"
687515,"Colby Thomas"
657129,"Marcus Wilson"
285075,"Jason Standridge"
667674,"Jack Kruger"
425488,"Walter Young"
431160,"Jon Knott"
150298,"Fernando Lunar"
676113,"Zach DeLoach"
592426,"Luke Jackson"
150273,"Calvin Murray"
425513,"Craig Brazell"
123457,"Chris Tremie"
425880,"Joe Hietpas"
488984,"Tommy Hunter"
459425,"Matt Macri"
571841,"Ty Kelly"
121002,"Steve Reed"
676782,"Mickey McDonald"
456499,"Scott Patterson"
209068,"Mickey Callaway"
112621,"Dennis Cook"
400081,"Mark Lukasiewicz"
400082,"J.B. Miadich"
150010,"Lou Pote"
123849,"Donne Wall"
276533,"Ben Weber"
118256,"Matt Mantei"
119374,"Mike Morgan"
400280,"Eddie Oropesa"
120244,"Jose Parra"
121117,"Armando Reynoso"
123057,"Greg Swindell"
407796,"John Foster"
452061,"Zach Phillips"
407400,"Rick Bauer"
115183,"Buddy Groom"
118130,"Calvin Maduro"
114581,"Rich Garces"
114908,"Wayne Gomes"
115415,"Chris Haney"
120107,"Antonio Osuna"
133220,"Jim Parque"
150053,"Mike Porzio"
400130,"Scott Chiasson"
400131,"Courtney Duncan"
150471,"Leo Estrella"
110179,"Carlos Almánzar"
276374,"Craig Dingman"
465015,"Leyson Septimo"
150182,"Scott Williamson"
150343,"Jamie Brown"
234994,"Sean DePaula"
276531,"Dave Maurer"
118960,"Jose Mercedes"
400123,"Roy Smith"
124233,"Bob Wickman"
124498,"Mark Wohlers"
110032,"Juan Acevedo"
150183,"Matt Anderson"
407906,"Jeff Farnsworth"
276341,"Kris Keller"
400078,"Matt Miller"
120202,"Jose Paniagua"
120285,"Danny Patterson"
408195,"Terry Pearson"
123828,"Jamie Walker"
445204,"Tyson Brummett"
111241,"Toby Borland"
342192,"Oswaldo Mairena"
459932,"Hector Ambriz"
119809,"C.J. Nitkowski"
110450,"Cory Bailey"
407757,"Nate Field"
115832,"Roberto Hernandez"
213680,"Mike MacDougal"
150209,"Dan Reichert"
121057,"Bryan Rekar"
122195,"Brian Shouse"
133121,"Blake Stein"
330892,"Kris Wilson"
113819,"Robert Ellis"
122618,"Dennis Springer"
114354,"Chad Fox"
117710,"Curt Leskanic"
408110,"Takahito Nomura"
150162,"Jack Cressend"
116436,"Mike Jackson"
407053,"Adam Johnson"
119124,"Travis Miller"
346801,"Brad Thomas"
123472,"Mike Trombley"
124077,"Bob Wells"
319114,"Darwin Cubillan"
276508,"Dicky Gonzalez"
473265,"Jose De La Torre"
444992,"Duke Welker"
124343,"Todd Williams"
490008,"Robert Manuel"
120802,"Bill Pulsipher"
136585,"Jay Tessmer"
123327,"Mike Thurman"
451585,"Sam Demel"
282327,"Kane Davis"
114374,"John Franco"
453222,"Scott Carroll"
136268,"Chad Bradford"
150195,"Erik Hiljus"
150477,"Billy Koch"
118141,"Mike Magnante"
118898,"Jim Mecir"
150291,"Mike Venafro"
114097,"Mike Fetters"
342792,"Kevin Tolar"
150150,"Jason Boyd"
150470,"Tom Davey"
150451,"Matt DeWitt"
150326,"David Lundquist"
276526,"Kevin Walker"
115586,"Shigetoshi Hasegawa"
400086,"Justin Kaye"
421024,"Julio Mateo"
119704,"Jeff Nelson"
277408,"Kazuhiro Sasaki"
112270,"Jason Christiansen"
453332,"Josh Butler"
445193,"Robert Coello"
276529,"Kevin Joseph"
407867,"Jimmy Journell"
400112,"Jason Karnuth"
316792,"Jose Rodriguez"
150087,"Luis De Los Santos"
400126,"Delvin James"
407902,"Steve Kent"
456713,"Matt Bush"
116400,"Hideki Irabu"
150329,"Aaron Myette"
120717,"Jay Powell"
132340,"John Rocker"
121363,"Rich Rodriguez"
123177,"Anthony Telford"
124548,"Steve Woodard"
406954,"Brian Bowles"
277412,"Pasqual Coco"
120624,"Dan Plesac"
150389,"Luke Prokopec"
123839,"Pete Walker"
474039,"Pedro Beato"
519175,"Evan Reed"
444935,"Nick Hagadone"
476134,"Brian Omogrosso"
457732,"Andrew Bailey"
518703,"Charlie Furbush"
400308,"Jose Nunez"
339492,"Jerrod Riggan"
120419,"Matt Perisho"
123756,"Ed Vosberg"
110536,"Willie Banks"
150311,"Lorenzo Barcelo"
132241,"Bryan Corey"
420846,"Brian Fitzgerald"
114499,"Mike Fyhrie"
116480,"Mike James"
407850,"Brian Mallette"
276539,"Juan Moreno"
120539,"Hipolito Pichardo"
400092,"Bret Prinz"
420944,"Mike Smith"
457754,"Jon Edwards"
407789,"Alex Herrera"
423824,"Jason Jimenez"
119583,"Heath Murray"
421983,"Jason Pearson"
120417,"Yorkis Perez"
219294,"Erik Sabel"
408243,"J.J. Trujillo"
282333,"Mark Watson"
424426,"Ryan Bukvich"
276541,"Dave Elder"
407864,"Kevin Frederick"
115780,"Oscar Henriquez"
150259,"Jason Phillips"
424505,"Reynaldo Garcia"
407857,"Jason Beverlin"
424685,"Matt Duff"
424725,"Carl Sadler Jr."
407856,"John Stephens"
150023,"Gabe Molina"
407852,"Steve Bechler"
238796,"Lance Carter"
425166,"Eric Eckenstahler"
150204,"Jeremy Hill"
407818,"Aaron Taylor"
407843,"Andy Van Hekken"
424364,"Scott Wiggins"
420684,"Ben Kozlowski"
407892,"Andy Pratt"
425427,"Jason Anderson"
117800,"Doug Linton"
400050,"Chris Spurling"
119125,"Trever Miller"
425554,"Josh Stewart"
407915,"Mike Neu"
425450,"Rosman Garcia"
425553,"David Sanders"
285063,"Erasmo Ramirez"
429280,"Nate Bland"
429360,"Jason Gilfillan"
110763,"Rod Beck"
408246,"Anthony Ferrari"
425781,"Micheal Nakamura"
407837,"Rodrigo Rosario"
120886,"Brady Raggio"
285080,"Matt Miller"
277407,"Chris Mears"
282880,"Bryan Hebson"
429821,"Mark Malaska"
429983,"Greg Jones"
408304,"Jon Switzer"
425475,"Aaron Looper"
407816,"J.J. Putz"
430021,"Juan Dominguez"
430082,"Brian Schmack"
120800,"Carlos Pulido"
425485,"Felix Sanchez"
425428,"Jorge De Paula"
430304,"Juan Cerros"
150049,"David Lee"
136421,"Ben Ford"
430842,"Lino Urdaneta"
430635,"Mike Johnston"
430834,"Chris Mabeus"
430968,"Shingo Takatsu"
420672,"Phil Seibel"
430630,"Jason Frasor"
407800,"Alex Graman"
424425,"Ryan Snare"
430619,"Justin Huisman"
110844,"Rigo Beltran"
407927,"Franklyn Gracesqui"
433278,"Eduardo Villacis"
112881,"Jim Crowell"
407911,"Frank Francisco"
407823,"Anastacio Martinez"
124209,"Matt Whiteside"
117327,"Marc Kroon"
518865,"Josh Judy"
400152,"Steve Watkins"
400066,"Franklin Nunez"
407094,"Chris Booker"
407872,"Joselo Diaz"
425476,"Bobby Madritsch"
425510,"Francisco Cruceta"
425507,"Fernando Cabrera"
408046,"Andrew Brown"
425537,"Santiago Ramirez"
430564,"Sam Marsonek"
430610,"Dennis Sarfate"
430646,"Jake Woods"
430666,"Phil Stockman"
430627,"Bartolome Fortunato"
430651,"Nick Regilio"
430841,"Colter Bean"
400267,"Jake Robbins"
430903,"Agustin Montero"
444849,"Jay Sborz"
457581,"Andrew Brackman"
431146,"Jason Childers"
446398,"Andrew Carignan"
434978,"Marino Salas"
443563,"Alex Serrano"
408250,"Jimmy Serrano"
435278,"Jermaine Van Buren"
435318,"Steve Stemle"
466838,"Juan Salas"
474226,"Mason Tobin"
450580,"Dustin Richardson"
519110,"Joe Paterson"
470279,"Yoel Hernandez"
444312,"Juan Lara"
445104,"Brad Salmon"
430949,"Scott Dunn"
433258,"Aaron Rakers"
425776,"Dusty Bergman"
434539,"Travis Bowyer"
435500,"Dan Giese"
458187,"Andy Cavazos"
425843,"Ruddy Lugo"
464869,"Sendy Rleal"
446488,"Scott Rice"
450864,"Bobby Cramer"
456630,"Davis Romero"
457858,"Rich Rundles"
451546,"Julio DePaula"
455047,"Jeff Ridgway"
503566,"Fabio Castillo"
453304,"John Gaub"
446290,"Daniel Moskos"
446333,"Eddie Kunz"
460639,"Jailen Peguero"
434117,"Jeff Bajenaru"
434118,"Carmen Cali"
501852,"Bruce Billings"
445224,"Matt Smith"
460104,"Anthony Slama"
450320,"Carmen Pignatiello"
450321,"Bill White"
434589,"Mark Woodyard"
460648,"Harvey Garcia"
460654,"Jason Miller"
464254,"Emiliano Fruto"
460657,"Doug Slaten"
435679,"Jon Huber"
461880,"Marcus Gwyn"
408069,"Erick Threets"
451990,"Jose G. Valdez"
502356,"Tyler Robertson"
502162,"Angel Castro"
434586,"Ambiorix Burgos"
477229,"Jordan Walden"
493131,"Masa Kobayashi"
493161,"Yasuhiko Yabuta"
506429,"Kazuo Fukumori"
445984,"Jesus Delgado"
441368,"Alberto Castillo"
445995,"Arturo Lopez"
446003,"Jairo Asencio"
459974,"Jon Meloan"
459988,"Robert Ray"
457483,"Anderson Garcia"
471803,"Armando Gabino"
457495,"Heath Phillips"
451262,"A.J. Murray"
460128,"Kevin Whelan"
455730,"Jason Waddell"
434680,"Macay McBride"
447808,"Philip Barzilla"
434587,"Devon Lowery"
458974,"Willie Collazo"
473137,"Lee Gronkiewicz"
452291,"Henry Owens"
452293,"Jonathan Albaladejo"
434559,"Dave Gassner"
501817,"Tony Barnette"
425899,"Charlie Manning"
451657,"Chase Wright"
461904,"Chris Britton"
473156,"Mauro Zarate"
456102,"David Pauley"
518972,"Trystan Magnuson"
501870,"Everett Teaford"
518495,"Brian Broderick"
519357,"Jess Todd"
455750,"Marcus McBeth"
469834,"Shane Lindsay"
456899,"Jon Link"
542609,"Enrique Burgos"
408072,"Jason Bulger"
502272,"Casey Fien"
450545,"Doug Mathis"
502281,"Marcus Hatley"
451135,"Dan Cortes"
466339,"Victor Garate"
489002,"Steve Johnson"
488751,"Alex Burnett"
451600,"Christian Garcia"
488782,"Anthony Claggett"
487675,"Edward Paredes"
468402,"Charlie Zink"
503569,"Rafael Dolis"
547820,"Fu-Te Ni"
491688,"Enerio Del Rosario"
459983,"Lance Pendleton"
469097,"Frank Mata"
458008,"Humberto Sanchez"
519145,"Aaron Poreda"
459318,"Jordan De Jong"
429721,"Royce Ring"
444518,"Chris Demaria"
434482,"Jesse Carlson"
476205,"Josh Wall"
433897,"Sam Narron"
433594,"Adam Peterson"
435458,"Travis Chick"
488722,"Zach Braddock"
435058,"Jonah Bayliss"
489052,"Brent Leach"
502621,"Tobi Stoner"
434600,"Sean Tracey"
434642,"Mark McLemore"
491220,"Hunter Jones"
457820,"Eric Hull"
450212,"Pat Neshek"
451491,"Joel Zumaya"
451497,"Brian Slocum"
493547,"Mickey Storey"
455005,"Shane Komine"
430889,"Bill Murphy"
502260,"Vinnie Pestano"
475022,"Craig Hansen"
469735,"Edwar Ramirez"
449060,"Clay Rapada"
502462,"Ryan Kelly"
459336,"Billy Petrick"
571572,"Joe Colón J"
468962,"Devern Hansack"
503438,"Rob Delaney"
463645,"Sammy Gervacio"
469690,"Victor Marte"
448167,"Brandon Mann"
547348,"C.C. Lee"
500903,"Brayan Villarreal"
500891,"Edgar Ibarra"
517629,"Kelvin Marte"
502168,"Rudy Owens"
518582,"Casey Crosby"
523648,"Mark Hamburger"
463037,"Atahualpa Severino"
543551,"D.J. Mitchell"
492821,"Henry Villar"
543493,"Brett Marshall"
501529,"Jorge De Leon"
490313,"Amauri Sanit"
451774,"Matt DeSalvo"
547568,"Chia-Jen Lo"
527055,"Arodys Vizcaíno"
467761,"Fernando Hernandez"
457437,"Jared Wells"
457440,"Dewon Day"
457444,"Jay Marshall"
457452,"Randor Bierd"
457461,"Sean White"
457465,"Josh Sharpless"
449774,"Evan MacLane"
504186,"Arnold Leon"
518489,"Ryan Brasier"
461334,"Ryan Braun"
461347,"Jamie Vermilyea"
454581,"Carlos Guevara"
518961,"Josh Lueke"
517059,"Jose De Paula"
541652,"Bruce Rondón"
457826,"Tom Mastny"
504083,"Jorge Rondon"
501745,"Fautino De Los Santos"
444360,"Daniel Davidson"
444370,"Carlos Muniz"
445153,"Darin Downs"
455970,"Bob McCrory"
435378,"Chad Orvella"
501638,"Pedro Viola"
449097,"Jonathan Papelbon"
499107,"Francisley Bueno"
450265,"Jordan Tata"
460597,"Jim Hoey"
516969,"Kelvin Herrera"
623211,"Huascar Brazobán"
446901,"James Houser"
446910,"Brian Rogers"
462089,"Juan Jaime"
448241,"Justin James"
458250,"Dusty Hughes"
459403,"Jon Coutlangus"
451783,"Dustin Molleken"
514981,"Diego Moreno"
452728,"Dennis Dove"
444874,"Juan Abreu"
444884,"Chris Ray"
456379,"Al Alburquerque"
456387,"Ryan Feierabend"
469164,"Ehren Wassermann"
456421,"Stu Pomeranz"
469802,"Luis Perez"
444126,"Rafael Rodriguez"
444127,"Warner Madrigal"
460366,"Rich Thompson"
548348,"Donnie Joseph"
457786,"Anthony Vasquez"
471183,"Waldis Joaquin"
519003,"Patrick McCoy"
471896,"Pedro Figueroa"
471919,"Jhonny Nunez"
449104,"Jim Henderson"
477557,"Francisco Rodriguez"
446367,"Luke Putkonen"
501627,"Cesar Cabral"
471162,"Anthony Ortega"
573188,"Tyler Sturdevant"
457902,"Brett Campbell"
444440,"Nick Adenhart"
543195,"Eddie Gamboa"
458595,"Bobby Mosebach"
465657,"Joakim Soria"
445001,"Bobby Cassevah"
464416,"Yohan Pino"
519151,"Ryan Pressly"
425561,"Chris Waters"
430644,"Steve Andrade"
543174,"Eric Fornataro"
518585,"Fernando Cruz"
449128,"Mike Schultz"
542884,"Dustin Antolin"
465065,"Sergio Escalona"
441266,"Jeff Harris"
430953,"Kyle Denney"
518813,"Greg Holland"
434666,"Josh Rupe"
425486,"John Webb"
457751,"Evan Crawford"
449127,"Cory Doyne"
451256,"Kurt Birkins"
543258,"Preston Guilmet"
460257,"Matt Fox"
460260,"Scott Lewis"
445202,"Joe Bisenius"
445177,"Deunte Heath"
456682,"Josh Newman"
457910,"Geno Espineli"
543266,"Bradin Hagens"
457812,"Jeff Marquez"
461848,"Jim Miller"
461862,"Steven Register"
455090,"Jack Egbert"
518927,"Tommy Layne"
456029,"David Patton"
448252,"Kyle Waldrop"
519267,"Evan Scribner"
459415,"Tommy Hottovy"
459429,"Jake McGee"
459439,"Jarrett Grube"
518833,"Colt Hynes"
543178,"Justin Freeman"
136920,"Brian Sikorski"
462522,"Jeff Gray"
489039,"Bobby LaFromboise"
506555,"Masumi Kuwata"
476531,"Andrew Taylor"
457935,"Matt Daley"
517451,"Joe Ortiz"
518674,"C.J. Fick"
519411,"Matt West"
206463,"Joe Winkelsas"
430650,"Edwin Moreno"
452217,"Wes Whisler"
461836,"Chris Lambert"
543766,"Bryan Shaw"
474599,"Neil Wagner"
453301,"Cole De Vries"
123294,"Justin Thompson"
457489,"Darren Clarke"
476595,"Lucas Luetge"
573109,"AJ Ramos"
501227,"Alberto Cabrera"
448253,"Jason Windsor"
544993,"Steve Geltz"
458530,"Erik Davis"
467099,"Jordan Norberto"
458669,"Bryan Price"
572728,"Michael Brady"
519405,"Robbie Weinhardt"
543144,"Danny Farquhar"
542924,"Jeff Beliveau"
543409,"Michael Kohn"
430582,"Brian Wolfe"
460349,"Carlos Rosa"
452764,"Chris Carpenter"
408057,"Bobby Jenks"
488683,"Scott Barnes"
519259,"Daniel Schlereth"
543634,"Ryan Perry"
516853,"Wilking Rodríguez"
455376,"Arcenio Leon"
475857,"Ryan Cook"
451075,"David Martinez"
500909,"Mauricio Robles"
542946,"Jeremy Bleich"
474029,"Zach Putnam"
543136,"Cody Eppley"
488776,"Jaye Chapman"
500872,"Gregory Infante"
489056,"Charlie Leesman"
543271,"Erik Hamren"
489400,"Ryan Verdugo"
502033,"Charles Brewer"
500902,"Lester Oliveros"
503483,"Zach Clark"
502195,"Vic Black"
543935,"Alex Wilson"
501563,"Simon Castro"
518526,"David Carpenter"
444447,"Chad Beck"
572810,"Ryan Dennick"
506988,"Mike Belfiore"
453273,"Michael Crotta"
446213,"Brett Sinkbeil"
458720,"John Holdzkom"
458094,"Daniel Stange"
573127,"Zac Rosscup"
488748,"Ryan Buchter"
571441,"Steve Ames"
572383,"Brian Moran"
514639,"Jose Ortega"
489448,"Mike Zagurski"
544930,"Blake Smith"
573166,"Murphy Smith"
489020,"Brad Kilby"
477237,"Steve Garrison"
457779,"Michael Kirkman"
473560,"Lance Broadway"
543853,"Taylor Thompson"
572119,"Patrick Schuster"
572208,"Ashur Tolliver"
543125,"Chris Dwyer"
571584,"Caleb Cotham"
573204,"Caleb Thielbar"
572751,"Keith Butler"
451773,"Dane De La Rosa"
518435,"Manny Barreda"
543070,"Aaron Crow"
542432,"José Ramírez"
543607,"Edgar Olmos"
542235,"Melvin Mercedes"
573062,"Aaron Northcraft"
579799,"Ryota Igarashi"
514669,"Rafael Martín"
449110,"Omar Beltre"
476123,"Justin Marks"
489294,"Tanner Scheppers"
518445,"Chad Bell"
542669,"Roman Mendez"
543803,"Giovanni Soto"
573668,"Juan Minaya"
572044,"Brooks Pounders"
500721,"Yoervis Medina"
571786,"Mario Hollands"
543017,"Hunter Cervenka"
543900,"Daniel Webb"
519229,"Seth Rosin"
572283,"Madison Younginer IV"
571479,"Andrew Bellatti"
543668,"Stephen Pryor"
572017,"Red Patterson"
572827,"Jake Dunning"
592527,"Michael Mariot"
592330,"Perci Garner"
594977,"Ken Roberts"
594985,"Ben Rowen"
595371,"Chris Rearick"
595263,"Mickey Jannis"
553872,"Yhonathan Barrios"
592677,"C.J. Riefenhauser"
502087,"Kevin Chapman"
502578,"Aaron Barrett"
519169,"Rob Rasmussen"
543805,"Josh Spence"
592244,"Logan Darnell"
534737,"Pat Dean"
592091,"A.J. Achter"
592130,"Danny Barnes"
592872,"Alex Wimmers"
592181,"Danny Burawa"
570257,"Joely Rodríguez"
592170,"Parker Bridwell"
594815,"Jeff Ferrell"
594792,"Brandon Cunniff"
500765,"Dayan Díaz"
516684,"Lendy Castillo"
571969,"Conor Mullee"
596720,"Dovydas Neverauskas"
599899,"Yoshinori Tateyama"
538506,"Toru Murata"
515052,"Mayckol Guaipe"
572998,"Josh Lucas"
594027,"Tayron Guerrero"
570702,"Carlos Ramirez"
592704,"Chance Ruffin"
594867,"Myles Jaye"
593604,"Alberto Baldonado"
447755,"Steve Delabar"
455119,"Chris Martin"
592094,"Jason Adam"
594762,"Brett Bochy"
575070,"Enderson Franco"
543716,"David Rollins"
518566,"Taylor Cole"
607087,"Scott Snodgress"
543242,"J.R. Graham"
592781,"Matt Stites"
593619,"Domingo Tapia"
592570,"Akeel Morris"
595235,"Cody Hall"
595441,"Matt Tracy"
595411,"Ryan Sherriff"
596331,"Nefi Ogando"
599998,"Leonel Campos"
605359,"Evan Marshall"
607405,"John Cornely"
543488,"Nick Maronde"
543508,"Cory Mazzoni"
605333,"Jack Leathersich"
597113,"DJ Johnson"
605317,"Guido Knudson"
545064,"Jairo Díaz"
593417,"Raúl Alcántara"
547184,"Michael Kelly"
598287,"Noé Ramirez"
607068,"Chris Reed"
545357,"Matt Purke"
542888,"Shawn Armstrong"
543343,"Danny Hultzen"
543964,"Tony Zych"
592222,"Alex Claudio"
571704,"Ken Giles"
593582,"Abel De Los Santos"
606291,"Mauricio Cabrera"
605226,"Andrew Faulkner"
605155,"Colten Brewer"
582494,"Robby Scott"
594056,"Reymin Guduan"
605528,"Jason Wheeler"
571057,"Frank Garces"
605152,"Jed Bradley"
605476,"Carson Smith"
605195,"Kyle Crick"
607179,"Jordan Weems"
545343,"Louis Head"
543357,"Jordan Jankowski"
545332,"Jake Barrett"
572021,"James Pazos"
571035,"William Cuevas"
592135,"Cam Bedrosian"
572086,"Brady Rodgers"
571911,"Damien Magnifico"
571439,"R.J. Alvarez"
553970,"Angel Nesbitt"
572990,"Pat Light"
573046,"Mike Morin"
573124,"Taylor Rogers"
592712,"Connor Sadzeck"
592815,"Sam Tuivailala"
592165,"Brandon Brennan"
