"MLBAMID","Name"
664913,"Seth Brown"
119182,"Doug Mirabelli"
150244,"Jason Tyner"
656448,"Stone Garrett"
621311,"David Dahl"
434630,"Eli Whiteside"
150433,"Ben Davis"
670712,"Mike Brosseau"
571912,"Luke Maile"
136605,"Jeremy Giambi"
434659,"Chris Duffy"
446653,"Jose Lobatón"
460026,"Nick Hundley"
430598,"Jeremy Reed"
133341,"Shane Spencer"
124383,"Dan Wilson"
114932,"Juan Gonzalez"
489267,"Adam Rosales"
121009,"Pokey Reese"
435181,"Jeremy Hermida"
676475,"Alec Burleson"
571974,"John Ryan Murphy"
285068,"Cody Ransom"
502125,"Tyler Colvin"
455088,"Blake DeWitt"
592325,"Ben Gamel"
680474,"Max Schuemann"
542364,"Rafael Ortega"
691019,"Kyle Teel"
425773,"Casey Kotchman"
543238,"Anthony Gose"
596129,"Daniel Vogelbach"
680718,"Addison Barger"
666397,"Edouard Julien"
668731,"Akil Baddoo"
430681,"Dan Johnson"
408241,"Jake Peavy"
407155,"Craig Monroe"
623912,"Harold Ramírez"
501647,"Wilin Rosario"
696100,"Hunter Goodman"
485567,"Ezequiel Carrera"
112897,"Deivi Cruz"
663968,"Jake Mangum"
686681,"Michael Massey"
430585,"Jason Kubel"
119247,"Raul Mondesi"
449181,"Paulo Orlando"
542999,"Tony Campana"
640458,"Óscar Mercado"
117566,"Matt Lawton III"
591720,"Ronald Torreyes"
118414,"Mike Matheny"
677649,"Ezequiel Duran"
111072,"Henry Blanco"
596451,"Roman Quinn"
150134,"Toby Hall"
518577,"Collin Cowgill"
276510,"Alex Escobar"
519023,"Devin Mesoraco"
114567,"Ron Gant"
282597,"Adam Melhuse"
448170,"Travis Ishikawa"
406933,"Larry Bigbie"
680118,"Dairon Blanco"
666160,"Mickey Moniak"
676356,"Jonny DeLuca"
460099,"Nolan Reimold"
592808,"Andrew Toles"
572073,"Joey Rickard"
477132,"Clayton Kershaw"
118808,"Mark McLemore"
457789,"Jemile Weeks"
592387,"Ryon Healy"
682177,"Daniel Schneemann"
435064,"Bobby Wilson"
681351,"Logan O'Hoppe"
453562,"Jake Arrieta"
592567,"Colin Moran"
656413,"Stuart Fairchild"
458210,"Alexi Casilla"
218596,"Tim Hudson"
807712,"Luke Keaschall"
519237,"Cameron Rupp"
594694,"Wilmer Difo"
543216,"Conor Gillaspie"
656896,"Emmanuel Rivera"
408224,"Aaron Guiel"
666152,"David Hamilton"
502003,"Scott Sizemore"
807799,"Masataka Yoshida"
541650,"Hernán Pérez"
123494,"Michael Tucker"
665828,"Oswaldo Cabrera"
641796,"Tim Locastro"
276547,"Dewayne Wise"
433595,"Charles Thomas"
608566,"Germán Márquez"
460003,"Taylor Teagarden"
547172,"Tony Wolters"
656976,"Pavin Smith"
621512,"Tomás Nido"
477003,"Jonathon Niese"
545121,"Ildemaro Vargas"
134265,"Lou Merloni"
114849,"Tom Glavine"
807713,"Matt Shaw"
131702,"Braden Looper"
474865,"Julio Borbon"
606132,"Raimel Tapia"
112381,"Royce Clayton"
455167,"Shelley Duncan"
656537,"Derek Hill"
680700,"Richie Palacios"
606157,"Aristides Aquino"
475115,"Tyson Ross"
695734,"Daylen Lile"
460051,"Chris Getz"
595956,"Cam Gallagher"
592789,"Noah Syndergaard"
132720,"Paul Bako"
455077,"Mike Carp"
150334,"Chris Singleton"
622682,"Victor Reyes"
663853,"Romy Gonzalez"
435065,"Reggie Willits"
547943,"Hyun Jin Ryu"
677950,"Alek Thomas"
805367,"Chase Meidroth"
641511,"Jason Delay"
430935,"Cole Hamels"
450641,"Quintin Berry"
502117,"Kristopher Negrón"
435459,"George Kottaras"
608061,"T.J. Rivera"
123107,"Fernando Tatis"
434624,"Jayson Nix"
115103,"Todd Greene"
656541,"Sam Hilliard"
124695,"Eric Young Sr."
669304,"Jose Miranda"
434626,"Ryan Shealy"
448296,"Ed Lucas"
593643,"Hanser Alberto"
656185,"Greg Allen"
460004,"Clete Thomas"
672016,"Denzel Clarke"
687363,"Victor Scott II"
664059,"Sam Haggerty"
150239,"Terrence Long"
124315,"Woody Williams"
571757,"Jeremy Hazelbaker"
434633,"John Baker"
592620,"Jarrett Parker"
407298,"Jason Jennings"
681715,"Heriberto Hernández"
665019,"Kody Clemens"
493128,"Munenori Kawasaki"
700932,"Kyle Manzardo"
115132,"Ben Grieve"
543213,"Johnny Giavotella"
543484,"Mikie Mahtook"
212356,"Terrmel Sledge"
120190,"Orlando Palmeiro"
666163,"Ben Rortvedt"
642336,"Francisco Mejía"
702616,"Jackson Holliday"
430910,"Brayan Peña"
429662,"Josh Barfield"
115370,"Shane Halter"
672356,"Gabriel Arias"
519295,"Jake Smolinski"
124288,"Bernie Williams"
425774,"Dallas McPherson"
686527,"Dominic Canzone"
644374,"Yu Chang"
643524,"Frank Schwindel"
572033,"Josh Phegley"
544931,"Stephen Strasburg"
476633,"Chris Parmelee"
665120,"Jared Walsh"
465753,"Pedro Florimón"
218595,"Chris Woodward"
119913,"Alex Ochoa"
115915,"Bobby Higginson"
120440,"Herbert Perry Jr."
643603,"Tyler White"
683083,"Nasim Nuñez"
608331,"Max Fried"
283210,"Adam Hyzdu"
686452,"Drew Millas"
119403,"Matt Morris"
430593,"Brendan Harris"
676116,"Ryan Noda"
150337,"Kip Wells"
606992,"Eric Haase"
400101,"Tsuyoshi Shinjo"
122987,"Jeff Suppan"
547179,"Michael Lorenzen"
677587,"Brayan Rocchio"
517369,"José Pirela"
682668,"Luisangel Acuña"
642851,"Austin Wynns"
117442,"Tom Lampkin"
114909,"Chris Gomez"
116423,"Damian Jackson"
640447,"Phillip Ervin"
665561,"Rafael Marchán"
643230,"Steven Brault"
120408,"Eduardo Perez"
681807,"David Fry"
655316,"Andruw Monasterio"
701358,"Cam Smith"
120771,"Tom Prince"
123040,"Mark Sweeney"
686894,"Joey Wiemer"
519025,"Will Middlebrooks"
605228,"José Fernández"
593372,"Carlos Martinez"
621453,"Steven Duggar"
431138,"John Rodriguez"
523265,"Tommy Medica"
213711,"Jeff Weaver"
501659,"Abraham Almonte"
110183,"Roberto Alomar"
429580,"Bo Hart"
689414,"Liam Hicks"
642201,"Eli White"
407578,"Mark Prior"
544925,"Matthew den Dekker"
433217,"Andrés Blanco"
453281,"Wade LeBlanc"
677595,"Ronny Mauricio"
621466,"DJ Stewart"
217100,"Willie Bloomquist"
453178,"Ian Kennedy"
677942,"Blaze Alexander"
465668,"Roger Bernadina"
435401,"Skip Schumaker"
641658,"Garrett Hampson"
133420,"Charles Gipson"
448276,"Brett Carroll"
453286,"Max Scherzer"
121556,"Glendon Rusch"
134320,"Javier Vazquez"
118079,"Robert Machado"
628329,"Rusney Castillo"
435520,"Jesus Flores"
435539,"Jerry Owens"
543022,"Tyler Chatwood"
122109,"Andy Sheets"
435043,"Zach Duke"
672284,"Jarred Kelenic"
117955,"Derek Lowe"
666181,"Will Benson"
112461,"Greg Colbrunn"
571927,"Steven Matz"
446382,"Brian Barton"
687799,"Cade Marlowe"
663630,"Ryan McKenna"
543339,"Daniel Hudson"
116326,"Brian L. Hunter"
453303,"Matt Downs"
657136,"Connor Wong"
123689,"Jorge Velandia"
445010,"Fernando Perez"
458501,"Luis Alfonso Cruz"
150348,"John McDonald"
123639,"John Vander Wal"
573627,"Kennys Vargas"
660844,"Leo Rivas"
808975,"Hyeseong Kim"
489334,"Craig Stammen"
457859,"Randy Ruiz"
150255,"Warren Morris"
545338,"Nick Franklin"
448159,"Manny Parra"
430906,"Donnie Murphy"
114031,"Sal Fasano"
669236,"Jeremiah Jackson"
429731,"Eric Bruntlett"
489365,"Josh Thole"
150021,"Darnell McDonald"
691176,"Jasson Domínguez"
694388,"Joey Loperfido"
468504,"Jhoulys Chacín"
429663,"Chris Burke"
605540,"Brandon Woodruff"
110532,"Brian Banks"
641531,"Hunter Dozier"
285064,"Ryan Vogelsong"
624503,"Nick Gordon"
572669,"Lane Adams"
506693,"Henderson Alvarez"
491696,"Jesús Sucre"
123094,"Tony Tarasco"
136726,"Mike Kinkade"
666126,"Carlos Cortes"
461811,"Josh Anderson"
282332,"CC Sabathia"
668885,"Austin Martin"
120045,"Rey Ordonez"
571578,"Patrick Corbin"
547957,"Hyun Soo Kim"
123743,"Jose Vizcaino"
671221,"Drew Waters"
112682,"Marty Cordova"
425533,"Jason Ellison"
605253,"Terrance Gore"
123307,"John Thomson"
670764,"Taylor Walls"
542993,"Billy Burns"
802415,"Chandler Simpson"
680728,"Adrian Del Castillo"
686823,"Will Brennan"
502100,"Alex Presley"
346855,"Brandon Duckworth"
118958,"Orlando Merced"
669256,"Nick Solak"
592444,"JaCoby Jones"
665923,"Esteury Ruiz"
137001,"Robert Fick"
542194,"Christian Bethancourt"
475247,"Ryan Flaherty"
666703,"Eguy Rosario"
680911,"Owen Miller"
406550,"Jamie Burke"
592826,"Vince Velasquez"
543633,"Juan Carlos Perez"
429719,"Edwin Jackson"
695600,"Carter Jensen"
518902,"Pete Kozma"
641779,"Charles Leblanc"
150272,"Damon Minor"
429780,"Chris Narveson"
642727,"Sergio Alcántara"
424324,"Cliff Lee"
620443,"Luis Torrens"
543037,"Gerrit Cole"
445933,"Bryan LaHair"
491676,"Gorkys Hernández"
434338,"Joe Dillon"
687637,"Dylan Beavers"
448676,"Ryan Spilborghs"
445590,"Eric Stults"
518568,"Christian Colón"
453203,"Shane Robinson"
519455,"Jordan Zimmermann"
688363,"Graham Pauley"
276371,"Johan Santana"
527049,"César Puello"
670869,"Livan Soto"
489209,"Brett Pill"
430162,"Danny Garcia"
686611,"Dylan Crews"
670768,"Luis González"
452225,"Jeff Fiorentino"
468429,"Jose Constanza"
543743,"Dave Sappelt"
680737,"Michael Helman"
681393,"Connor Norby"
669087,"Sam Huff"
430913,"Brad Hennessey"
115749,"Rickey Henderson"
453228,"Jason Donald"
112388,"Roger Clemens"
461874,"Craig Tatum"
624414,"Christian Arroyo"
117731,"Darren Lewis"
150152,"Jason Conti"
518586,"Charlie Culberson"
434939,"Ryan Garko"
150211,"Brian Buchanan"
112316,"Tony Clark"
123740,"Joe Vitiello"
400073,"Oscar Salazar"
595885,"Greg Bird"
493364,"Dayan Viciedo"
596119,"Blake Swihart"
465674,"Pedro Ciriaco"
425286,"Wes Obermueller"
489119,"Wade Miley"
543744,"Josh Satin"
280061,"Corky Miller"
407576,"Mike Rivera"
134263,"Tom Wilson"
120221,"Chan Ho Park"
118065,"John Mabry"
434584,"Ben Johnson"
136600,"Bruce Chen"
489242,"Will Rhymes"
116798,"David Justice"
676369,"Nelson Velázquez"
669477,"Casey Schmitt"
691594,"Javier Sanoja"
676946,"Matthew Batten"
132980,"Eric Milton"
432934,"Chris Young"
114376,"Matt Franco"
115436,"Dave Hansen"
554430,"Zack Wheeler"
209315,"David Newhan"
450300,"Drew Sutton"
150426,"Mark Mulder"
571761,"Slade Heathcott"
656427,"Jack Flaherty"
150220,"Matthew LeCroy"
489277,"Rusty Ryal"
285072,"Chris Magruder"
683766,"Christian Koss"
664057,"Andrew Stevenson"
430944,"Bucky Jacobsen"
667472,"Dane Myers"
113946,"Carl Everett"
434664,"Jason Botts"
123302,"Ryan Thompson"
672820,"Lenyn Sosa"
668843,"Conner Capel"
207267,"Brad Penny"
451088,"Justin Sellers"
119984,"Darren Oliver"
599096,"Dilson Herrera"
506997,"Tony Sanchez"
450665,"Kris Medlen"
123726,"Fernando Viña"
471107,"Elliot Johnson"
681584,"David Villar"
695336,"Thomas Saggese"
664314,"Estevan Florial"
452783,"Nick Evans"
275932,"Dernell Stenson"
621389,"Ty Blach"
114961,"Tom Goodwin"
455369,"Ramiro Pena"
456701,"Homer Bailey"
448802,"Jaime García"
434538,"Francisco Liriano"
113296,"Elmer Dessens"
672279,"Michael Siani"
641924,"Jacob Nottingham"
444351,"Kyle Phillips"
132660,"Jolbert Cabrera"
805904,"Zach Cole"
407901,"Jorge Sosa"
542994,"Joey Butler"
669208,"Ryan Bliss"
150414,"Jake Westbrook"
608841,"Joey Meneses"
641555,"J.C. Escarra"
448674,"Doug Bernier"
120407,"Eddie Pérez"
425900,"Dioner Navarro"
457384,"Bobby Scales"
120140,"Eric Owens"
691785,"Marcelo Mayer"
672642,"Steward Berroa"
276377,"Wily Mo Peña"
276372,"Luis Rivas"
611177,"Adonis García"
406428,"Tim Raines Jr."
650907,"René Pinto"
701398,"Sal Stewart"
116768,"Felix Jose"
622194,"Bruce Maxwell"
458567,"Andy Sonnanstine"
451532,"Chad Billingsley"
110847,"Marvin Benard"
134268,"Kerry Wood"
431158,"Jeff Bailey"
543380,"Taylor Jungmann"
628711,"Julio Urías"
430621,"Jorge Piedra"
518725,"Caleb Gindl"
110427,"Carlos Baerga"
446454,"Brian Bannister"
663567,"Peter Lambert"
640492,"José Azocar"
608718,"Brent Suter"
572180,"Andrew Susac"
621458,"Edwin Rios"
665052,"Griffin Conine"
621471,"Boog Powell"
572019,"Ben Paulsen"
502154,"Zack Britton"
644433,"Chadwick Tromp"
113724,"Angel Echevarria"
593993,"José Briceño"
595386,"Jason Rogers"
605361,"Nick Martini"
407797,"Nick Green"
607345,"Kevan Smith"
113358,"Mike DiFelice"
430603,"Don Kelly"
116075,"Todd Hollandsworth"
451713,"Carlos Peguero"
134321,"Carl Pavano"
605452,"Joe Ross"
669369,"Bryce Johnson"
592761,"Caleb Smith"
810938,"Ben Williamson"
110385,"Brad Ausmus"
445060,"Ricky Nolasco"
656495,"Dalton Guthrie"
476451,"Jeremy Hellickson"
113234,"Wilson Delgado"
450306,"Jason Vargas"
447744,"Raul Valdes"
666165,"Blake Sabol"
608654,"Johnny Field"
453454,"Mike McCoy"
435180,"Robert Andino"
150416,"Danny Ardoin"
425821,"Todd Linden"
573135,"Tyler Saladino"
459334,"Brent Clevlen"
506673,"Juan Miranda"
451788,"Shaun Marcum"
408209,"Tommy Murphy"
669326,"Bryce Teodosio"
150032,"Roosevelt Brown"
502523,"Shawn O'Malley"
113911,"Bobby Estalella"
113291,"Delino DeShields"
150207,"Paul Phillips"
346873,"Luke Hudson"
624133,"Ranger Suárez"
553869,"Elias Díaz"
669397,"Nick Allen"
695238,"Will Wagner"
407807,"Dennis Tankersley"
686475,"Tyler Tolbert"
593590,"Webster Rivas"
660623,"Huascar Ynoa"
506702,"Sandy León"
116316,"Todd Hundley"
621545,"Zach Remillard"
488689,"Mike Baxter"
116496,"Kevin Jarvis"
502032,"Bud Norris"
435403,"Glenn Williams"
448767,"Dusty Ryan"
642086,"Dominic Smith"
425659,"Hector Luna"
458708,"Josh Tomlin"
446264,"Barry Enright"
452989,"Edgar Gonzalez"
407815,"Antonio Perez"
663604,"Brandon Lockridge"
642136,"Matt Thaiss"
519068,"Efren Navarro"
680837,"Ryan Fitzgerald"
592122,"Tyler Austin"
421684,"Chris Snelling"
115394,"Jeffrey Hammonds"
642456,"Luis Barrera"
607192,"Tyler Glasnow"
430676,"Mike Vento"
542908,"Jett Bandy"
543734,"Chris Rusin"
435078,"Joaquin Arias"
451089,"Shane Peterson"
114208,"John Flaherty"
134460,"A.J. Hinch"
543742,"Jerry Sands"
111554,"Kevin Brown"
695257,"Billy Cook"
400077,"Mike Maroth"
608703,"Matt Reynolds"
453184,"Brad Lincoln"
458239,"Travis Denker"
117316,"Chad Kreuter"
663967,"César Salazar"
694208,"Moisés Ballesteros"
124326,"Matt Williams"
474319,"Brandon Snyder"
592836,"Taijuan Walker"
277417,"Josh Beckett"
150063,"Wade Miller"
596117,"Garrett Stubbs"
690976,"Alex Freeland"
430652,"Jason Bourgeois"
519333,"Matt Szczur"
430590,"Charlton Jimerson"
621381,"Matt Strahm"
543548,"Tommy Milone"
455751,"Bobby Livingston"
434619,"Enrique Gonzalez"
596133,"Luke Weaver"
572128,"Richie Shaffer"
150322,"Mark Johnson"
554431,"Tyler Matzek"
435714,"Tommy Watkins"
571527,"David Buchanan"
664199,"Taylor Clarke"
460105,"Greg Smith"
572365,"Ryan Goins"
430907,"Rick Short"
628450,"Yadiel Hernandez"
499624,"Chris Colabello"
276353,"Brandon Harper"
460322,"Antoan Richardson"
668853,"Austin Shenton"
657277,"Logan Webb"
448306,"James Shields"
282594,"Geronimo Gil"
425539,"Hung-Chih Kuo"
681987,"Nate Eaton"
407879,"Doug DeVore"
677870,"Leo Jiménez"
664062,"Tony Gonsolin"
276516,"Adam Piatt"
111838,"Paul Byrd"
285079,"R.A. Dickey"
452718,"Kyle Kendrick"
663330,"Jahmai Jones"
444859,"Melky Mesa"
452096,"Darren Ford"
460267,"Brandon Boggs"
488681,"Brandon Barnes"
594835,"Marco Gonzales"
457508,"Jonathan Van Every"
117044,"Brooks Kieschnick"
606131,"Luis Perdomo"
528748,"Humberto Castellanos"
571561,"Tony Cingrani"
430591,"Hector Gimenez"
434596,"John Hattig"
660688,"Keibert Ruiz"
276336,"Shawn Chacon"
518502,"Gary Brown"
121258,"Joe Roa"
656731,"Tylor Megill"
110854,"Andy Benes"
594902,"Ben Lively"
150159,"Stephen Randolph"
543699,"Tanner Roark"
664247,"Kyle Garlick"
448694,"Randy Wells"
424366,"John-Ford Griffin"
679845,"Nick Loftin"
491640,"Carlos Rivero"
430574,"Mitch Maier"
458643,"Jose Morales"
534606,"Ryan LaMarre"
656388,"Joe Dunand"
656577,"Alex Jackson"
133340,"Orlando Hernandez"
607625,"Seth Lugo"
430629,"Joel Hanrahan"
470516,"Luis Durango"
502043,"Kyle Gibson"
607644,"John Means"
462405,"Brooks Conrad"
133120,"Jason Wood"
458252,"Irving Falu"
656847,"DJ Peters"
123608,"John Valentin"
677956,"Rece Hinds"
523260,"Joe Kelly"
682622,"Noelvi Marte"
518790,"Chris Heston"
121199,"Adam Riggs"
425864,"Miguel Ojeda"
430886,"Brian Dallimore"
324892,"T.J. Tucker"
602074,"Yonathan Daza"
342892,"Randy Keisler"
594555,"Garin Cecchini"
430657,"Cha Seung Baek"
430658,"Justin Leone"
660650,"Dérmis Garcia"
120047,"Kevin Orie"
407890,"Colby Lewis"
695681,"Christian Moore"
150203,"Chris George"
113784,"Joey Eischen"
424144,"Oliver Pérez"
113915,"Shawn Estes"
664029,"Mark Mathias"
668663,"Tres Barrera"
150222,"Joe Mays"
676840,"Matt Peacock"
425558,"Beltran Perez"
445276,"Kenley Jansen"
657088,"Forrest Wall"
430686,"Freddy Guzman"
686765,"Nick Sogard"
114526,"Andres Galarraga"
123725,"Ron Villone"
592647,"Dalton Pompey"
452027,"Andrew Albers"
643335,"Zack Granite"
407905,"Felix Escalona"
215197,"Matt Ginter"
121977,"David Segui"
687859,"Troy Johnston"
434438,"Billy Buckner"
640455,"Sean Manaea"
459440,"Jarrett Hoffpauir"
349193,"Will Ohman"
666915,"Bobby Dalbec"
668832,"Kyle McCann"
407930,"Bobby Hill"
571510,"Matthew Boyd"
115383,"Joey Hamilton"
543219,"Sean Gilmartin"
120975,"Jeff Reboulet"
669203,"Corbin Burnes"
607468,"Alex Blandino"
123438,"Bubba Trammell"
400118,"Wilkin Ruan"
467070,"Elian Herrera"
701675,"Nathan Church"
276534,"Guillermo Rodriguez"
671117,"Darren Baker"
150390,"Damian Rolls"
645848,"Dariel Álvarez"
640459,"Brian Navarreto"
449161,"Mark Rogers"
118560,"Dave McCarty"
493137,"Daisuke Matsuzaka"
462136,"Marco Estrada"
692216,"C.J. Kayfus"
453256,"Eddy Rodriguez"
596057,"Daniel Norris"
666801,"Rodolfo Castro"
276521,"Humberto Cota"
656302,"Dylan Cease"
606019,"Esteban Quiroz"
505447,"Brandon Dickson"
469721,"Trent Oeltjen"
150130,"Dusty Wathan"
454975,"Hernan Iribarren"
434704,"Delwyn Young"
454533,"T.J. Bohn"
123176,"Amaury Telemaco"
408199,"Eddy Garabito"
650968,"Yohel Pozo"
400268,"J.C. Boscan"
656509,"Monte Harrison"
429724,"John Van Benschoten"
608641,"Tim Cooney"
446207,"Josh Geer"
450351,"C.J. Wilson"
677960,"Ryan Weathers"
444970,"James Parr"
112984,"Omar Daal"
133224,"Ryan Jackson"
429716,"J.D. Durbin"
455687,"Jai Miller"
678894,"Liover Peguero"
445196,"Matt Tolbert"
450317,"J.P. Arencibia"
468396,"Alexi Ogando"
430927,"Brian Buscher"
460022,"Tyler Greene"
450312,"Mark Worrell"
425646,"Luis Ayala"
623180,"Seth Mejias-Brean"
430683,"Justin Germano"
136422,"Chris Michalak"
123595,"Ismael Valdez"
407193,"Brandon Lyon"
501317,"Francisco Peguero"
661531,"Brian Serven"
595001,"Josh A. Smith"
571804,"Brett Jackson"
435140,"Hayden Penn"
547176,"Daniel Camarena"
122751,"Garrett Stephenson"
424805,"Mark Hendrickson"
121386,"Kenny Rogers"
429421,"Colin Porter"
118831,"Billy McMillon"
592710,"Josh Rutledge"
506703,"Adrián Sanchez"
121986,"Aaron Sele"
400129,"Juan Diaz"
462536,"Mitch Jones"
571800,"Drew Hutchison"
460265,"Jeremy Sowers"
425473,"Jamal Strong"
543698,"Donn Roach"
407813,"Rene Reyes"
500887,"Josmil Pinto"
670231,"John Rave"
641505,"Jonathan Davis"
571851,"Spencer Kieboom"
446395,"Corey Brown"
112905,"Ivan Cruz"
406873,"Bud Smith"
457425,"Evan Meek"
477581,"Walter Silva"
519085,"Brett Oberholtzer"
675921,"Spencer Howard"
501954,"Ozzie Martínez"
663465,"Kolby Allard"
429480,"Jason Roach"
668678,"Zac Gallen"
695391,"Brett Harris"
516970,"Sugar Ray Marimon"
519303,"Elliot Soto"
656248,"Sean Bouchard"
671250,"Jorge Ona"
501961,"Derrick Robinson"
455095,"Jeff Frazier"
592166,"Ryan Brett"
117769,"Jose Lima"
214950,"Mickey Lopez"
476011,"Matt Maloney"
116191,"Tyler Houston"
461791,"Carlos Marmol"
592731,"Steve Selsky"
690022,"Ryan Ritter"
694728,"Brice Matthews"
641741,"Gosuke Katoh"
666150,"Dominic Fletcher"
519293,"Will Smith"
457458,"Ty Taubenheim"
663423,"Trent Thornton"
595918,"A.J. Cole"
642701,"Dennis Santana"
112690,"Rheal Cormier"
434678,"Kyle Davies"
657434,"Brian O'Grady"
445599,"Scott Moore"
678554,"Curtis Mead"
501625,"Jose Alvarez"
642397,"Gregory Soto"
116414,"Jason Isringhausen"
607471,"Christopher Bostick"
123431,"Steve Trachsel"
475416,"Justin Masterson"
519425,"Jackson Williams"
136766,"Brian Daubach"
121099,"Al Reyes"
544928,"Tyler Lyons"
502126,"Domonic Brown"
642133,"Rowdy Tellez"
687957,"Dustin Harris"
543359,"Dan Jennings"
121422,"Mandy Romero"
150114,"Reggie Taylor"
608344,"Cole Irvin"
400109,"Esix Snead"
628317,"Kenta Maeda"
430588,"Fernando Nieve"
607188,"Jake Faria"
124523,"Tony Womack"
150407,"Guillermo Mota"
657571,"Caleb Ferguson"
119673,"Denny Neagle"
112107,"Alberto Castillo"
425631,"Robby Hammock"
670224,"Kameron Misner"
150312,"Kevin Beirne"
641512,"Ben DeLuzio"
450192,"Luke Carlin"
687551,"Drew Gilbert"
446132,"Michael Hollimon"
543038,"Dusty Coleman"
664076,"Garrett Cleavinger"
643436,"Ryan McBroom"
542923,"Dallas Beeler"
527054,"Julio Teheran"
450729,"Doug Fister"
121252,"Ruben Rivera"
572038,"Branden Pinder"
121353,"Felix Rodriguez"
623451,"Jackson Stephens"
425530,"Brian Stokes"
433581,"Brad Thompson"
459323,"Kevin Richardson"
425512,"Jeff Duncan"
454998,"Matt Carson"
461325,"Tyler Clippard"
469134,"Esmil Rogers"
666128,"Mario Feliciano"
115649,"Jimmy Haynes"
544727,"Jeurys Familia"
570810,"Lisalverto Bonilla"
502229,"Alex White"
117526,"Chris Latham"
689172,"Brett Wisely"
123584,"Ugueth Urbina"
506432,"Kei Igawa"
408064,"Trey Lunsford"
134641,"Jeff Tam"
669200,"Mason McCoy"
117854,"Keith Lockhart"
607229,"Robert Gsellman"
121234,"Todd Ritchie"
134003,"Scott Elarton"
459714,"Buck Coats"
456051,"Hector Noesí"
640902,"Jhonny Pereda"
444446,"Collin Balester"
431162,"Tim Stauffer"
120447,"Robert Person"
592774,"Cody Stanley"
430673,"Ramon E Ramirez"
462985,"Franklin Morales"
435261,"Zach Miner"
451584,"Wade Davis"
136581,"Mitch Meluskey"
346793,"Jeremy Affeldt"
592145,"Jesse Biddle"
501992,"Nate Karns"
670912,"Johan Oviedo"
656484,"Tristan Gray"
499856,"Chris Jakubauskas"
647351,"Abraham Toro"
600968,"Randy Rosario"
592274,"Matt Duffy"
150052,"Ben Petrick"
464426,"Denis Phipps"
641778,"Eric Lauer"
400058,"Brad Lidge"
543031,"Tyler Cloyd"
119608,"Mike Mussina"
682515,"Logan Porter"
434480,"Darrell Rasner"
435082,"Dae-Sung Koo"
135782,"Danny Klassen"
640449,"Clint Frazier"
641571,"Heath Fillmyer"
543208,"Sam Gaviglio"
686482,"Logan Driscoll"
694362,"Blake Dunn"
434639,"Scott Munter"
407878,"Jose Valverde"
425840,"Neal Cotts"
120999,"Rick Reed"
458657,"Adalberto Mendez"
596043,"Daniel Mengden"
605183,"Jason Coats"
456558,"Shane Youman"
690984,"Petey Halpin"
276352,"Gary Knotts"
117157,"Steve Kline"
621111,"Walker Buehler"
433586,"Santiago Casilla"
430161,"Noah Lowry"
425904,"Luis Antonio Rodriguez"
594772,"Jake Buchanan"
425246,"Cory Vance"
150373,"Michael Tejera"
543169,"Brian Flynn"
571830,"Tommy Joseph"
543881,"Pedro Villarreal"
425472,"Alejandro Machado"
671655,"George Valera"
544836,"Enny Romero"
110134,"Antonio Alfonseca"
346800,"Saul Rivera"
656514,"Adam Haseley"
150316,"McKay Christensen"
452737,"Chris Schwinden"
669194,"Ryne Nelson"
112940,"Will Cunnane"
489295,"Brian Schlitter"
534576,"Gus Schlosser"
283166,"Michael Gonzalez"
446248,"Bryan Augenstein"
666176,"Jo Adell"
425835,"Chin-hui Tsao"
150305,"Damian Moss"
643297,"Cody Ege"
455025,"Chad Santos"
656818,"Connor Overton"
594857,"Keith Hessler"
675659,"Greg Jones"
406402,"Jorge Julio"
407889,"Travis Hughes"
457468,"Josh Banks"
445090,"Bobby Korecky"
110397,"Steve Avery"
641958,"Jordan Patterson"
456662,"Jeremy Horst"
150151,"Troy Brohawn"
452656,"David Davidson"
150241,"Grant Roberts"
279782,"Jon Garland"
124643,"Esteban Yan"
150227,"Kevin Ohme"
592596,"Rico Noel"
656725,"Alex McRae"
407802,"Cliff Bartosh"
544150,"Albert Suárez"
346847,"Joe Beimel"
435658,"Jorge Campillo"
606959,"Rookie Davis"
461212,"Matt Palmer"
621076,"James Kaprielian"
430041,"Ray Sadler"
425634,"Mike Hessman"
571945,"Miles Mikolas"
663531,"Logan Allen"
276525,"Jason Middlebrook"
519071,"Rey Navarro"
119154,"Kevin Millwood"
641540,"Dane Dunning"
518963,"Zach Lutz"
664731,"P.J. Higgins"
453353,"Greg Reynolds"
444839,"Craig Stansberry"
542289,"Daniel Corcino"
328092,"Brian Tollberg"
605541,"Mike Wright Jr."
491646,"Jeanmar Gómez"
658792,"Aaron Wilkerson"
593528,"Jorge Bonifacio"
663474,"Triston McKenzie"
641927,"Bailey Ober"
448165,"Matt Capps"
595307,"Seth Maness"
642215,"Weston Wilson"
445246,"Jeff Fulchino"
111244,"Joe Borowski"
445584,"Matt Tupman"
543542,"Alex Meyer"
449157,"Mike Parisi"
605169,"Carter Capps"
676477,"Garrett Whitlock"
425651,"Matt Ford"
608650,"Dietrich Enns"
543118,"Oliver Drake"
430579,"Elizardo Ramirez"
518799,"Steven Hill"
656887,"Sean Reid-Foley"
643275,"Johnny Davis"
502179,"Paolo Espino"
571882,"Derek Law"
595798,"R.J. Alaniz"
132220,"Jarrod Washburn"
519144,"Rick Porcello"
425861,"Shawn Camp"
462911,"Jose Garcia"
