"","pitcher_id","year","pitches","stuff_rv_70","pitch_rv_150"
"2502",458677,2022,54,-0.05,0.041
"2503",458681,2022,2014,0.064,-0.067
"2504",459429,2022,627,0.139,0.088
"2505",461325,2022,113,0.485,1.47
"2506",468504,2022,783,0.326,0.254
"2507",471911,2022,2406,0.287,-0.132
"2508",472610,2022,960,-1.13,-0.719
"2509",475479,2022,1145,0.363,0.708
"2510",476595,2022,958,-0.422,0.708
"2511",477132,2022,1830,0.264,0.193
"2512",488984,2022,347,0.034,-0.263
"2513",489119,2022,556,0.422,-0.044
"2514",489265,2022,335,0.991,1.461
"2515",489334,2022,698,0.386,0.488
"2516",489446,2022,137,-0.793,-0.807
"2517",491624,2022,16,-0.144,-0.137
"2518",493603,2022,1055,-0.234,0.191
"2519",500779,2022,2703,0.553,0.323
"2520",501381,2022,669,0.82,0.635
"2521",501625,2022,268,-0.101,0.749
"2522",501925,2022,448,0.212,0.365
"2523",501985,2022,1745,0.641,0.688
"2524",502042,2022,1782,0.142,0.342
"2525",502043,2022,2732,0.324,0.2
"2526",502085,2022,1048,-0.334,-0.145
"2527",502154,2022,39,-0.64,2.288
"2528",502171,2022,2408,-0.362,-0.59
"2529",502179,2022,1845,1.048,0.845
"2530",502202,2022,1089,-0.002,0.21
"2531",502624,2022,492,0.352,0.912
"2532",503285,2022,385,-0.029,0.081
"2533",503449,2022,677,-0.221,0.294
"2534",503556,2022,2,0.197,3.206
"2535",506433,2022,2962,0.321,-0.001
"2536",517008,2022,799,-0.137,0.781
"2537",518397,2022,213,0.073,-0.32
"2538",518489,2022,985,-0.086,-0.957
"2539",518516,2022,2704,0.673,0.989
"2540",518553,2022,1155,-0.257,0.55
"2541",518585,2022,260,-0.23,0.343
"2542",518586,2022,2,NA,NA
"2543",518617,2022,1168,-0.552,0.058
"2544",518748,2022,277,0.418,1.247
"2545",518813,2022,80,-0.58,-0.765
"2546",518876,2022,3062,-0.089,-0.184
"2547",518886,2022,1064,-0.69,-0.808
"2548",519008,2022,481,-0.006,0.531
"2549",519043,2022,1212,0.014,0.178
"2550",519151,2022,688,-0.184,-0.565
"2551",519242,2022,102,-0.725,-0.604
"2552",519293,2022,981,0.446,0.766
"2553",519326,2022,1062,0.041,0.265
"2554",520980,2022,68,0.653,1.048
"2555",521230,2022,947,-1.156,-0.793
"2556",523260,2022,696,-0.546,-0.49
"2557",527048,2022,2945,0.213,-0.065
"2558",527055,2022,115,-0.659,0.501
"2559",528748,2022,747,0.271,0.486
"2560",541640,2022,1220,0.062,0.187
"2561",542585,2022,430,-0.051,0.286
"2562",542881,2022,2514,0.193,-0.286
"2563",542888,2022,1047,-0.513,-1.167
"2564",542914,2022,984,-0.319,-0.616
"2565",542947,2022,767,0.442,-0.086
"2566",543037,2022,3266,-0.525,-0.748
"2567",543056,2022,211,-0.167,0.921
"2568",543101,2022,328,-0.063,0.247
"2569",543135,2022,1712,-0.336,-0.783
"2570",543238,2022,376,-0.295,0.049
"2571",543243,2022,1787,0.155,0.078
"2572",543272,2022,815,0.834,1.016
"2573",543281,2022,6,NA,NA
"2574",543294,2022,1345,0.89,1.064
"2575",543339,2022,403,-0.789,-0.629
"2576",543351,2022,12,-0.732,1.593
"2577",543475,2022,2908,0.724,0.768
"2578",543507,2022,464,-0.04,-0.094
"2579",543521,2022,1081,0.242,0.235
"2580",543548,2022,238,0.772,0.535
"2581",543606,2022,1796,0.393,0.297
"2582",543766,2022,963,-0.519,-0.093
"2583",543901,2022,127,0.796,0.084
"2584",544365,2022,711,-0.098,0.376
"2585",544727,2022,817,-0.438,-0.14
"2586",544931,2022,83,0.162,0.187
"2587",545121,2022,1,NA,NA
"2588",545341,2022,10,NA,NA
"2589",545343,2022,545,0.117,0.564
"2590",547001,2022,445,-0.202,-0.058
"2591",547179,2022,1644,-0.021,0.116
"2592",547184,2022,64,-0.04,-0.135
"2593",547943,2022,394,1.07,0.49
"2594",547973,2022,678,-0.829,0.327
"2595",548384,2022,842,0.138,0.119
"2596",548389,2022,2027,0.531,-0.096
"2597",552640,2022,233,-0.686,-0.775
"2598",554340,2022,1033,-0.237,-0.558
"2599",554430,2022,2355,0.045,-0.68
"2600",554431,2022,713,0.51,0.822
"2601",570257,2022,834,-0.282,-0.784
"2602",570488,2022,287,-0.323,0.884
"2603",570632,2022,1616,-0.047,0.262
"2604",570663,2022,422,-0.643,-0.048
"2605",570666,2022,1216,0.293,-0.187
"2606",571439,2022,50,0.079,0.778
"2607",571446,2022,149,-0.48,0.605
"2608",571479,2022,962,-0.328,0.304
"2609",571510,2022,192,0.416,1.001
"2610",571578,2022,2615,0.369,0.297
"2611",571616,2022,26,0.831,1.588
"2612",571656,2022,829,0.089,-0.031
"2613",571670,2022,859,-0.131,-0.652
"2614",571704,2022,66,-1.021,0.483
"2615",571710,2022,1015,-0.446,-0.216
"2616",571760,2022,1218,-0.037,-0.335
"2617",571800,2022,1755,0.347,0.416
"2618",571863,2022,60,-0.154,-0.424
"2619",571882,2022,350,-0.211,0.112
"2620",571901,2022,964,-0.128,0.32
"2621",571917,2022,61,0.518,0.572
"2622",571927,2022,827,0.427,-0.238
"2623",571945,2022,3132,0.759,0.311
"2624",571946,2022,127,0.416,0.068
"2625",571948,2022,1081,-0.214,-0.106
"2626",572070,2022,689,-0.722,-0.059
"2627",572125,2022,295,0.725,1.326
"2628",572191,2022,28,-0.023,0.837
"2629",572193,2022,875,0.019,0.596
"2630",572362,2022,40,0.864,1.937
"2631",572383,2022,25,0.268,-0.762
"2632",572403,2022,418,-0.035,0.4
"2633",572703,2022,238,0.121,0.328
"2634",572888,2022,50,0.602,0.67
"2635",572955,2022,278,0.451,-0.01
"2636",572971,2022,1159,0.406,0.742
"2637",573009,2022,848,0.032,-0.57
"2638",573124,2022,1081,0.201,0.483
"2639",573186,2022,2130,-0.378,-0.443
"2640",573204,2022,982,-0.068,-0.678
"2641",573668,2022,174,-0.367,0.297
"2642",579328,2022,1840,-0.28,0.498
"2643",592094,2022,939,-0.251,-0.411
"2644",592169,2022,106,0.3,-0.155
"2645",592222,2022,50,-0.176,0.199
"2646",592332,2022,2777,-0.562,-0.98
"2647",592346,2022,375,0.137,0.07
"2648",592351,2022,2053,-0.138,-0.178
"2649",592390,2022,395,-0.012,0.428
"2650",592454,2022,172,-0.469,0.298
"2651",592473,2022,317,-0.058,0.711
"2652",592662,2022,2927,0.049,0.332
"2653",592712,2022,48,-0.192,1.231
"2654",592716,2022,1604,0.417,0.528
"2655",592717,2022,999,0.51,0.251
"2656",592741,2022,471,0.456,0.44
"2657",592743,2022,4,NA,NA
"2658",592761,2022,1229,0.199,0.413
"2659",592767,2022,1720,0.418,0.034
"2660",592773,2022,880,-0.812,-0.89
"2661",592789,2022,2013,0.354,-0.216
"2662",592791,2022,2787,0.404,0.072
"2663",592804,2022,361,0.086,0.654
"2664",592826,2022,1281,0.294,0.336
"2665",592836,2022,2489,0.018,0.012
"2666",592848,2022,209,-0.601,-0.208
"2667",592858,2022,1125,0.166,0.021
"2668",592866,2022,1402,0.191,0.029
"2669",593140,2022,61,0.102,0.243
"2670",593160,2022,1,NA,NA
"2671",593334,2022,1078,0.232,0.299
"2672",593423,2022,2322,-0.434,-0.726
"2673",593576,2022,1003,-0.434,-0.623
"2674",593619,2022,362,-0.716,-0.318
"2675",593958,2022,1465,0.36,0.393
"2676",593974,2022,813,-0.98,-0.759
"2677",594311,2022,464,-0.272,-0.324
"2678",594577,2022,877,0.08,-0.099
"2679",594580,2022,733,-0.194,0.05
"2680",594798,2022,936,-0.896,-1.54
"2681",594835,2022,2758,0.962,0.886
"2682",594838,2022,5,NA,NA
"2683",595014,2022,69,-0.558,-1.635
"2684",595191,2022,83,0.832,1.059
"2685",595345,2022,958,0.168,0.414
"2686",595881,2022,1070,-0.408,0.19
"2687",595939,2022,83,-0.373,0.345
"2688",596001,2022,1793,0.4,-0.099
"2689",596043,2022,119,0.203,0.441
"2690",596057,2022,1003,0.032,0.796
"2691",596071,2022,633,0.143,0.319
"2692",596082,2022,305,-0.096,-0.244
"2693",596112,2022,914,0.285,-0.056
"2694",596117,2022,4,NA,NA
"2695",596133,2022,674,0.109,0.02
"2696",596271,2022,297,0.609,0.406
"2697",596295,2022,2050,0.529,0.407
"2698",598264,2022,667,-0.251,0.518
"2699",598287,2022,833,0.162,0.329
"2700",600917,2022,751,-0.509,0.335
"2701",600921,2022,989,-0.422,-0.19
"2702",601713,2022,2976,0.396,0.087
"2703",605130,2022,1198,-0.05,0.069
"2704",605135,2022,2876,0.053,-0.341
"2705",605151,2022,298,0.25,0.176
"2706",605154,2022,1085,0.195,-0.219
"2707",605156,2022,154,0.254,0.185
"2708",605164,2022,2170,0.968,0.462
"2709",605177,2022,895,0.361,0.81
"2710",605182,2022,1901,0.338,0.268
"2711",605194,2022,739,0.07,0.196
"2712",605195,2022,279,0.574,0.364
"2713",605200,2022,2280,0.666,0.548
"2714",605218,2022,996,-0.131,-0.023
"2715",605242,2022,1039,-0.384,0.313
"2716",605280,2022,972,-0.934,-0.547
"2717",605288,2022,1839,-0.027,-0.1
"2718",605347,2022,1156,-0.626,-0.689
"2719",605397,2022,2830,0.357,-0.09
"2720",605400,2022,3033,-0.111,-0.663
"2721",605446,2022,98,0.255,0.285
"2722",605447,2022,983,-0.393,-0.327
"2723",605463,2022,255,0.281,0.025
"2724",605483,2022,2337,-0.546,-0.496
"2725",605488,2022,2130,-0.017,-0.547
"2726",605507,2022,2076,0.323,0.538
"2727",605521,2022,652,0.096,0.377
"2728",605525,2022,488,-0.317,0.16
"2729",605538,2022,746,1.082,0.967
"2730",605540,2022,2528,-0.151,-0.876
"2731",606131,2022,283,-0.665,-0.933
"2732",606149,2022,985,-0.215,-0.152
"2733",606160,2022,1090,-0.448,-1.141
"2734",606273,2022,114,0.008,-0.445
"2735",606303,2022,935,0.055,-0.199
"2736",606424,2022,1004,0.018,0.167
"2737",606625,2022,635,-0.413,0.209
"2738",606930,2022,347,-0.396,-0.042
"2739",606965,2022,241,-0.176,-0.418
"2740",607074,2022,2974,0.153,-0.294
"2741",607179,2022,738,-0.415,-0.602
"2742",607192,2022,114,-0.868,-0.969
"2743",607200,2022,2412,0.692,0.841
"2744",607216,2022,971,-0.181,-0.074
"2745",607229,2022,206,0.018,-0.46
"2746",607237,2022,791,-0.073,0.817
"2747",607259,2022,1713,-0.021,-0.258
"2748",607359,2022,111,-0.124,0.39
"2749",607391,2022,135,0.152,1.736
"2750",607455,2022,551,-0.137,0.056
"2751",607457,2022,139,-0.047,0.401
"2752",607481,2022,456,-0.295,0.144
"2753",607536,2022,2835,0.533,0.654
"2754",607572,2022,58,0.897,1.857
"2755",607609,2022,41,0.366,0.914
"2756",607625,2022,1079,0.374,0.015
"2757",607644,2022,135,0.154,-0.25
"2758",607755,2022,153,0.24,1.357
"2759",608032,2022,1020,-0.196,0.268
"2760",608328,2022,1170,0.548,0.751
"2761",608331,2022,2812,0.012,0.006
"2762",608337,2022,2748,0.271,0.231
"2763",608344,2022,2597,0.987,0.791
"2764",608349,2022,793,0.239,0.565
"2765",608371,2022,129,-0.01,0.638
"2766",608379,2022,1949,0.305,0.382
"2767",608566,2022,2830,-0.166,-0.013
"2768",608638,2022,315,-0.473,-0.843
"2769",608648,2022,740,0.014,-0.185
"2770",608652,2022,285,0.626,1.1
"2771",608665,2022,1035,-0.348,-0.223
"2772",608678,2022,812,-0.569,-0.694
"2773",608686,2022,9,NA,NA
"2774",608700,2022,4,NA,NA
"2775",608703,2022,1,NA,NA
"2776",608716,2022,263,0.397,-0.005
"2777",608717,2022,1099,0.611,0.159
"2778",608718,2022,1069,0.144,0.354
"2779",608723,2022,1760,0.437,-0.041
"2780",611093,2022,65,0.201,0.624
"2781",612434,2022,489,-0.718,0.092
"2782",613534,2022,48,-0.109,-0.342
"2783",614177,2022,10,1.281,3.072
"2784",614179,2022,1114,-0.561,-0.047
"2785",615698,2022,2909,0.334,0.747
"2786",617228,2022,830,-0.464,0.227
"2787",620443,2022,1,NA,NA
"2788",620454,2022,16,-0.061,-0.613
"2789",621016,2022,680,-0.803,-0.433
"2790",621051,2022,870,0.342,0.069
"2791",621074,2022,858,-0.041,-0.344
"2792",621076,2022,2222,0.188,0.339
"2793",621079,2022,154,0.117,0.036
"2794",621082,2022,295,0.234,0.849
"2795",621107,2022,1172,0.135,-0.369
"2796",621111,2022,1046,0.114,-0.079
"2797",621112,2022,1755,0.468,0.597
"2798",621114,2022,149,-0.151,-0.351
"2799",621121,2022,755,-0.006,0.096
"2800",621219,2022,302,0.953,1.161
"2801",621237,2022,881,-1.589,-1.109
"2802",621242,2022,920,-1.67,-1.283
"2803",621244,2022,2714,0.154,-0.072
"2804",621248,2022,514,0.278,0.174
"2805",621249,2022,1002,-0.043,0.249
"2806",621295,2022,481,0.233,0.708
"2807",621345,2022,1109,-0.82,-0.911
"2808",621348,2022,99,-0.024,1.523
"2809",621363,2022,962,-0.218,0.009
"2810",621366,2022,413,-0.62,0.3
"2811",621368,2022,1770,0.038,0.011
"2812",621381,2022,748,0.036,-0.219
"2813",621383,2022,893,0.078,-0.234
"2814",621389,2022,673,0.991,0.539
"2815",621593,2022,260,-0.191,0.053
"2816",622065,2022,439,0.166,0.561
"2817",622072,2022,2209,-0.025,-0.058
"2818",622075,2022,462,-0.71,-0.327
"2819",622098,2022,773,0.035,-0.463
"2820",622103,2022,47,-0.077,-0.942
"2821",622250,2022,419,-0.742,-0.202
"2822",622251,2022,701,0.045,0.567
"2823",622253,2022,1053,-0.055,-0.119
"2824",622379,2022,60,-0.029,0.369
"2825",622491,2022,2495,-0.684,-0.728
"2826",622503,2022,1059,0.088,0.568
"2827",622554,2022,800,-0.865,-0.338
"2828",622608,2022,1513,0.352,0.131
"2829",622663,2022,1610,-0.032,-0.396
"2830",622694,2022,1090,0.014,0.124
"2831",622766,2022,56,-0.541,-0.723
"2832",622786,2022,342,-0.329,-0.465
"2833",623149,2022,961,-0.625,-0.892
"2834",623167,2022,2197,0.329,0.288
"2835",623211,2022,626,0.051,1.001
"2836",623352,2022,938,-1.377,-1.096
"2837",623437,2022,125,-0.106,-0.85
"2838",623451,2022,941,0.63,0.415
"2839",623465,2022,914,-0.758,-0.853
"2840",623474,2022,990,0.2,0.1
"2841",623485,2022,371,0.7,0.933
"2842",624133,2022,2552,-0.134,-0.211
"2843",624418,2022,45,-0.158,-0.462
"2844",624512,2022,7,NA,NA
"2845",624522,2022,1800,0.09,0.366
"2846",625643,2022,983,-0.339,-0.352
"2847",628452,2022,972,-0.355,-0.518
"2848",628708,2022,847,-0.207,-0.395
"2849",628711,2022,2611,0.208,-0.483
"2850",630023,2022,100,-0.373,-0.697
"2851",640444,2022,1376,-0.127,-0.255
"2852",640448,2022,1039,-0.278,-0.49
"2853",640451,2022,661,-0.758,-1.05
"2854",640455,2022,2476,0.228,0.228
"2855",640462,2022,1069,-0.334,-0.411
"2856",640470,2022,193,0.168,0.685
"2857",641154,2022,2893,-0.371,-0.464
"2858",641302,2022,1588,0.669,0.41
"2859",641312,2022,21,-0.337,-2.367
"2860",641329,2022,1180,-0.29,-0.399
"2861",641360,2022,989,-0.299,-0.821
"2862",641394,2022,130,-0.292,1.136
"2863",641401,2022,708,-0.507,-0.771
"2864",641447,2022,574,0.58,1.015
"2865",641482,2022,2460,0.207,-0.287
"2866",641501,2022,661,0.163,0.002
"2867",641531,2022,23,NA,NA
"2868",641540,2022,2459,0.241,0.747
"2869",641582,2022,763,0.071,0.095
"2870",641627,2022,760,-0.502,-0.136
"2871",641656,2022,41,-0.403,0.456
"2872",641672,2022,71,-0.201,-0.321
"2873",641682,2022,122,-0.405,1.172
"2874",641712,2022,2248,0.438,0.786
"2875",641726,2022,610,0.196,0.307
"2876",641729,2022,933,-0.52,-0.857
"2877",641743,2022,39,0.13,1.56
"2878",641745,2022,2267,-0.313,-0.089
"2879",641755,2022,374,-0.128,-0.11
"2880",641771,2022,2367,0.374,0.858
"2881",641778,2022,2657,0.553,0.613
"2882",641793,2022,758,-0.028,-0.4
"2883",641816,2022,2094,0.081,-0.277
"2884",641835,2022,721,-0.307,0.312
"2885",641853,2022,135,-0.112,-0.008
"2886",641871,2022,239,-0.448,-1.187
"2887",641907,2022,142,0.069,-0.062
"2888",641914,2022,1,NA,NA
"2889",641927,2022,853,0.249,-0.242
"2890",641941,2022,1126,-0.229,-0.659
"2891",642028,2022,417,0.527,0.716
"2892",642048,2022,48,-0.322,0.605
"2893",642060,2022,71,0.943,1.695
"2894",642068,2022,37,-0.047,0.149
"2895",642100,2022,297,-0.081,0.19
"2896",642121,2022,579,-0.12,0.045
"2897",642130,2022,305,-0.007,1.012
"2898",642152,2022,954,-0.305,0.272
"2899",642203,2022,325,-0.282,-0.093
"2900",642207,2022,1068,-1.017,-0.873
"2901",642231,2022,291,0.459,0.423
"2902",642232,2022,1351,0.671,0.816
"2903",642239,2022,72,0.434,1.321
"2904",642397,2022,1083,-0.624,0.271
"2905",642528,2022,758,-1.055,-1.096
"2906",642545,2022,1116,0.444,0.489
"2907",642546,2022,493,-0.652,-0.089
"2908",642547,2022,1352,0.178,0.686
"2909",642585,2022,982,-1.499,-1.772
"2910",642657,2022,72,0.626,1.333
"2911",642659,2022,76,0.023,-1.457
"2912",642701,2022,991,-0.427,0.021
"2913",642758,2022,1002,0.154,0.337
"2914",642770,2022,329,-0.753,-0.388
"2915",642851,2022,17,NA,NA
"2916",643230,2022,156,0.138,1.212
"2917",643256,2022,1035,-0.251,-0.445
"2918",643290,2022,465,0.585,1.082
"2919",643316,2022,232,-0.04,0.475
"2920",643338,2022,239,-0.047,-0.878
"2921",643361,2022,111,-0.339,-0.126
"2922",643377,2022,1151,-0.097,-0.846
"2923",643400,2022,192,0.194,0.402
"2924",643410,2022,1079,0.298,1.007
"2925",643493,2022,804,0.457,-0.323
"2926",643511,2022,1146,-0.412,-1.055
"2927",643524,2022,2,NA,NA
"2928",643615,2022,250,0.364,0.923
"2929",644364,2022,670,-0.483,-0.391
"2930",644374,2022,1,NA,NA
"2931",644429,2022,133,-0.35,0.967
"2932",645261,2022,3219,-0.884,-1.529
"2933",646242,2022,235,0.242,1.327
"2934",647315,2022,534,-0.723,-1.176
"2935",649144,2022,66,1.025,0.566
"2936",650204,2022,366,-0.009,0.413
"2937",650382,2022,181,-0.253,-0.234
"2938",650496,2022,58,-0.346,-0.382
"2939",650530,2022,315,-0.052,0.894
"2940",650556,2022,1015,-0.544,-0.107
"2941",650633,2022,761,-0.476,-0.835
"2942",650644,2022,1558,0.086,0.348
"2943",650671,2022,689,-0.254,-0.254
"2944",650893,2022,729,0.035,0.459
"2945",650895,2022,787,-0.684,-0.131
"2946",650911,2022,660,-0.047,0.43
"2947",650959,2022,121,0.447,0.698
"2948",650960,2022,77,0.365,-0.044
"2949",655889,2022,203,-0.53,-0.481
"2950",656008,2022,42,-1.193,-0.31
"2951",656061,2022,706,-0.99,0.114
"2952",656222,2022,993,-0.735,-0.427
"2953",656232,2022,226,0.089,0.347
"2954",656234,2022,741,-0.206,0.742
"2955",656257,2022,419,0.344,-0.158
"2956",656271,2022,1282,0.094,0.401
"2957",656290,2022,120,0.502,0.284
"2958",656302,2022,3117,-0.404,-0.257
"2959",656322,2022,235,-0.504,-0.099
"2960",656353,2022,905,-0.038,-0.197
"2961",656354,2022,1095,0.385,0.582
"2962",656412,2022,967,0.306,0.658
"2963",656420,2022,344,-0.142,-0.216
"2964",656427,2022,658,-0.064,0.497
"2965",656457,2022,560,0.619,0.63
"2966",656458,2022,775,0.237,0.953
"2967",656464,2022,478,-0.143,0.234
"2968",656492,2022,111,-0.366,0.548
"2969",656529,2022,934,-0.228,0.334
"2970",656546,2022,828,0.21,0.791
"2971",656548,2022,47,-0.079,0.066
"2972",656557,2022,916,-0.776,-0.203
"2973",656578,2022,156,-0.259,-0.819
"2974",656605,2022,2646,0.284,-0.002
"2975",656629,2022,2004,0.166,0.212
"2976",656638,2022,1038,-1.118,0.203
"2977",656657,2022,1020,0.591,0.894
"2978",656685,2022,741,-0.26,-0.093
"2979",656686,2022,428,-0.156,0.158
"2980",656730,2022,770,-0.217,-0.354
"2981",656731,2022,783,-0.253,-0.077
"2982",656755,2022,84,-0.162,0.568
"2983",656756,2022,2578,0.185,-0.031
"2984",656786,2022,111,-0.215,0.989
"2985",656793,2022,1201,-0.67,-0.018
"2986",656794,2022,508,0.216,0.695
"2987",656803,2022,367,-0.371,-0.318
"2988",656814,2022,118,-0.099,-0.237
"2989",656818,2022,468,0.369,0.367
"2990",656820,2022,39,-1.036,-0.091
"2991",656849,2022,1884,0.133,0.58
"2992",656876,2022,2236,-0.173,-0.682
"2993",656887,2022,194,0.004,-0.678
"2994",656945,2022,1242,-0.607,-0.179
"2995",656954,2022,179,-0.372,1.105
"2996",656970,2022,1128,0.831,1.169
"2997",656986,2022,364,-0.112,0.73
"2998",657006,2022,2027,0.054,-0.094
"2999",657024,2022,860,0.154,0.046
"3000",657044,2022,676,-0.841,-1.175
"3001",657053,2022,431,-0.086,0.781
"3002",657093,2022,1628,0.689,0.432
"3003",657140,2022,2681,0.007,-0.099
"3004",657240,2022,413,-0.269,-0.66
"3005",657248,2022,2210,0.313,0.997
"3006",657265,2022,605,0.076,-0.299
"3007",657272,2022,440,-0.692,-0.053
"3008",657277,2022,2982,0.118,-0.476
"3009",657376,2022,925,0.051,-0.372
"3010",657424,2022,187,0.152,0.046
"3011",657508,2022,577,-0.317,0.204
"3012",657514,2022,41,-0.018,-0.863
"3013",657571,2022,575,0.343,-0.2
"3014",657585,2022,195,0.013,0.857
"3015",657612,2022,743,-0.48,-0.695
"3016",657649,2022,653,0.765,1.549
"3017",657697,2022,40,0.386,0.456
"3018",657745,2022,18,-0.729,-0.615
"3019",657746,2022,2313,0.224,0.106
"3020",657756,2022,370,0.095,0.416
"3021",657766,2022,29,0.753,-0.496
"3022",657770,2022,446,0.168,0.414
"3023",658431,2022,413,-0.3,0.339
"3024",658551,2022,331,-0.875,-0.422
"3025",658648,2022,70,0.185,0.335
"3026",659262,2022,318,0.339,2.102
"3027",659275,2022,583,-0.185,0.653
"3028",660271,2022,2618,-0.703,-0.62
"3029",660593,2022,117,0.655,0.249
"3030",660600,2022,57,-0.611,-0.624
"3031",660623,2022,147,-0.328,1.1
"3032",660730,2022,534,0.335,0.391
"3033",660761,2022,1778,0.002,-0.216
"3034",660787,2022,447,0.04,0.243
"3035",660813,2022,675,-0.933,-1.936
"3036",660825,2022,236,-0.034,0.115
"3037",660853,2022,827,0.008,-0.129
"3038",660896,2022,29,0.012,1.598
"3039",660906,2022,205,0.495,0.992
"3040",661255,2022,194,0.15,0.965
"3041",661269,2022,606,0.479,0.541
"3042",661309,2022,1014,-0.007,0.336
"3043",661383,2022,564,0.123,0.444
"3044",661395,2022,997,-1.024,-1.511
"3045",661403,2022,918,-1.038,-2.214
"3046",661440,2022,296,-0.215,0.179
"3047",661527,2022,588,-0.284,-0.322
"3048",661563,2022,83,-0.219,0.522
"3049",662253,2022,1000,-1.181,-1.261
"3050",663158,2022,800,-0.452,-0.482
"3051",663372,2022,1670,0.233,0.629
"3052",663378,2022,287,0.218,0.907
"3053",663385,2022,337,-0.268,1.099
"3054",663423,2022,664,0.522,-0.109
"3055",663432,2022,518,-0.724,-0.707
"3056",663436,2022,1041,0.52,0.538
"3057",663455,2022,1036,0.521,0.862
"3058",663460,2022,2194,0.562,0.863
"3059",663465,2022,298,0.094,0.647
"3060",663474,2022,2795,0.156,-0.021
"3061",663485,2022,584,0.467,0.924
"3062",663531,2022,163,0.591,1.48
"3063",663534,2022,16,0.849,1.465
"3064",663546,2022,471,0.324,0.26
"3065",663554,2022,168,0.043,0.519
"3066",663556,2022,2458,-0.327,-0.541
"3067",663558,2022,671,-0.506,0.176
"3068",663559,2022,1294,0.458,0.166
"3069",663562,2022,32,0.627,-0.106
"3070",663574,2022,408,-0.584,-0.248
"3071",663629,2022,132,-0.409,0.428
"3072",663734,2022,81,0.457,0.119
"3073",663738,2022,2433,0.237,0.519
"3074",663752,2022,402,0.019,0.095
"3075",663753,2022,241,0.257,0.989
"3076",663765,2022,697,0.348,0.186
"3077",663773,2022,267,0.133,0.225
"3078",663776,2022,2443,0.064,0.115
"3079",663804,2022,311,-0.507,-0.179
"3080",663855,2022,1049,-1.047,-0.567
"3081",663893,2022,22,-0.958,1.102
"3082",663903,2022,2373,0.293,0.163
"3083",663947,2022,159,0.395,0.897
"3084",663975,2022,16,0.015,0.074
"3085",663978,2022,366,0.415,-0.144
"3086",663986,2022,1020,0.022,-0.102
"3087",663989,2022,444,-0.128,0.407
"3088",664042,2022,207,0.072,0.255
"3089",664054,2022,227,-0.132,-0.113
"3090",664062,2022,1933,0.4,0.384
"3091",664076,2022,333,-0.025,0.178
"3092",664092,2022,438,0.166,0.251
"3093",664123,2022,811,-0.322,-0.858
"3094",664126,2022,350,-1.28,-2.562
"3095",664139,2022,678,-0.301,-0.664
"3096",664141,2022,2371,0.171,0.052
"3097",664161,2022,655,0.567,1.16
"3098",664199,2022,857,-0.318,-0.611
"3099",664202,2022,223,-0.335,-0.363
"3100",664208,2022,1061,-0.035,-0.205
"3101",664285,2022,2991,-0.32,-0.035
"3102",664294,2022,591,-0.379,0.082
"3103",664299,2022,2542,-0.031,-0.387
"3104",664337,2022,471,0.25,0.966
"3105",664353,2022,2634,0.241,-0.211
"3106",664584,2022,89,-0.268,-0.016
"3107",664747,2022,1003,-0.613,-0.417
"3108",664776,2022,267,-0.279,0.367
"3109",664849,2022,126,0.192,-0.412
"3110",664854,2022,954,-0.887,-1.163
"3111",664871,2022,94,-0.072,0.296
"3112",664875,2022,758,-0.16,-0.088
"3113",664942,2022,126,0.057,0.121
"3114",664944,2022,208,0.61,0.644
"3115",664948,2022,445,0.587,0.745
"3116",665001,2022,457,-0.113,0.219
"3117",665152,2022,1859,0.142,0.223
"3118",665621,2022,882,-0.064,0.434
"3119",665625,2022,307,-0.686,-0.503
"3120",665645,2022,204,0.032,1.038
"3121",665665,2022,1008,0.014,-0.344
"3122",665795,2022,1213,-0.367,0.311
"3123",665871,2022,689,0.144,0.409
"3124",665896,2022,265,-0.169,1.165
"3125",666120,2022,1995,0.184,0.832
"3126",666129,2022,1417,0.282,0.315
"3127",666142,2022,705,0.336,0.707
"3128",666157,2022,1670,-0.357,-0.451
"3129",666159,2022,987,0.225,0.312
"3130",666168,2022,366,-0.385,0.144
"3131",666200,2022,1563,-0.411,-0.145
"3132",666201,2022,2941,0.066,0.261
"3133",666204,2022,538,-0.275,0.306
"3134",666205,2022,231,0.483,0.561
"3135",666214,2022,553,0.776,0.847
"3136",666374,2022,843,-0.375,-0.478
"3137",666619,2022,66,-0.183,-0.051
"3138",666720,2022,18,-0.358,-1.614
"3139",666721,2022,693,0.368,0.663
"3140",666808,2022,1109,-1.174,-0.824
"3141",666818,2022,355,-0.54,0.027
"3142",666974,2022,393,-0.291,0.047
"3143",667297,2022,749,-0.164,-0.35
"3144",667373,2022,86,0.378,0.499
"3145",667376,2022,209,-0.342,0.415
"3146",667427,2022,885,-0.643,0.359
"3147",667463,2022,722,-0.247,-0.381
"3148",667465,2022,173,0.069,1.14
"3149",667498,2022,284,0.555,0.34
"3150",667725,2022,40,-0.61,-0.659
"3151",668338,2022,219,-0.557,0.349
"3152",668665,2022,374,-0.255,-0.464
"3153",668676,2022,2145,0.317,0.685
"3154",668678,2022,2919,-0.124,-0.406
"3155",668684,2022,116,0.529,0.519
"3156",668820,2022,76,-0.464,0.621
"3157",668834,2022,46,-0.117,-0.059
"3158",668868,2022,574,0.494,0.498
"3159",668873,2022,234,0.007,0.782
"3160",668881,2022,2194,-0.922,-1.131
